,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
294,Miracles (Someone Special),Kaleidoscope EP,Coldplay,2017-07-13,276906,64,0.624,0.0167,0.824,0.00029,0.138,-5.501,0.0445,97.012,4
295,Humankind,Music Of The Spheres,Coldplay,2021-10-15,266704,68,0.575,0.000172,0.838,0.000103,0.458,-6.498,0.0454,135.006,4
296,Coldplay,Coldplay,Mr Hudson,2017-12-05,220000,23,0.544,0.733,0.539,0.0,0.125,-6.963,0.058,143.443,4
297,A Rush of Blood to the Head,A Rush of Blood to the Head,Coldplay,2002-08-08,351400,60,0.525,0.156,0.472,4.39e-06,0.29,-8.018,0.0255,138.39,4
298,Clocks - Coldplay,A Night In Strings,Eklipse,2013-06-25,314293,45,0.609,0.948,0.303,0.91,0.123,-9.833,0.0343,119.936,4
299,Let Somebody Go,Let Somebody Go,Coldplay,2021-09-14,241595,52,0.592,0.193,0.342,0.00245,0.11,-8.93,0.0339,130.953,4
300,golden hour,this is what ____ feels like (Vol. 1-4),JVKE,2022-09-23,209259,90,0.515,0.653,0.593,0.162,0.25,-4.801,0.0322,94.467,3
301,this is what heartbreak feels like,this is what heartbreak feels like (432Hz),JVKE,2022-10-04,157636,68,0.707,0.578,0.474,0.0,0.11,-4.603,0.0672,109.991,4
302,golden hour,this is what falling in love feels like (554Hz),JVKE,2022-10-03,209259,86,0.515,0.653,0.593,0.162,0.25,-4.801,0.0322,94.467,3
303,this is what falling in love feels like,this is what ____ feels like (Vol. 1-4),JVKE,2022-09-23,120308,81,0.422,0.617,0.44,0.0,0.0837,-5.53,0.0544,128.934,5
304,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) [Trailer Version]",Fast & Furious: The Fast Saga,2023-05-09,62789,81,0.782,0.369,0.533,0.0,0.111,-7.677,0.263,84.985,4
305,this is what losing someone feels like,this is what losing someone feels like,JVKE,2023-03-17,172325,73,0.602,0.825,0.493,0.0,0.364,-5.695,0.0443,128.577,4
306,this is what heartbreak feels like,this is what ____ feels like (Vol. 1-4),JVKE,2022-09-23,157636,75,0.707,0.578,0.474,0.0,0.11,-4.603,0.0672,109.991,4
307,this is what sadness feels like,this is what sadness feels like (214Hz),JVKE,2022-10-05,191830,57,0.483,0.82,0.321,0.000107,0.128,-10.401,0.0719,141.28,3
308,golden hour - Fujii Kaze Remix,golden hour (Fujii Kaze Remix),JVKE,2023-04-21,159000,77,0.333,0.612,0.582,0.000765,0.152,-5.499,0.0383,93.777,3
309,Upside Down,Upside Down,JVKE,2020-08-18,114500,66,0.88,0.0532,0.504,0.0715,0.443,-6.76,0.0609,120.043,4
310,anxiety.,anxiety.,JVKE,2021-11-17,156794,62,0.672,0.235,0.8,9.12e-06,0.196,-3.418,0.0672,117.016,4
311,Hero,Hero,Martin Garrix,2022-12-08,160714,76,0.534,0.316,0.696,0.0,0.248,-5.211,0.0694,168.149,4
312,i can't help it,this is what falling out of love feels like (392Hz),JVKE,2022-10-06,177886,49,0.459,0.236,0.639,0.00922,0.248,-4.152,0.0638,155.935,4
313,Fool 4 U (feat. Enisa),Fool 4 U (feat. Enisa),Galantis,2023-05-04,146076,72,0.741,0.12,0.553,0.0,0.112,-5.182,0.0519,120.996,4
314,save your breath,this is what ____ feels like (Vol. 1-4),JVKE,2022-09-23,165964,59,0.483,0.695,0.491,0.000555,0.128,-5.389,0.0694,111.956,4
315,With All My Heart,With All My Heart,ILLENIUM,2023-03-24,177600,68,0.565,0.321,0.697,0.0,0.0926,-4.901,0.0316,99.934,4
316,i'm not okay,this is what ____ feels like (Vol. 1-4),JVKE,2022-09-23,145189,66,0.434,0.849,0.467,1.42e-05,0.143,-5.926,0.0434,128.504,3
317,moon and back,this is what ____ feels like (Vol. 1-4),JVKE,2022-09-23,148298,68,0.594,0.571,0.494,2.48e-05,0.206,-4.262,0.0722,180.132,4
318,this is what sadness feels like,this is what ____ feels like (Vol. 1-4),JVKE,2022-09-23,191830,70,0.483,0.82,0.321,0.000107,0.128,-10.401,0.0719,141.28,3
319,this is what heartbreak feels like,this is what heartbreak feels like,JVKE,2022-04-01,157636,47,0.707,0.578,0.474,0.0,0.11,-4.603,0.0672,109.991,4
320,i can't help it,this is what ____ feels like (Vol. 1-4),JVKE,2022-09-23,177886,65,0.459,0.236,0.639,0.00922,0.248,-4.152,0.0638,155.935,4
321,golden hour - Ruel Remix,golden hour (Ruel Remix),JVKE,2022-11-18,209021,71,0.326,0.646,0.645,0.00521,0.224,-4.374,0.0442,188.488,3
322,wonder if she loves me,this is what ____ feels like (Vol. 1-4),JVKE,2022-09-23,160676,62,0.463,0.598,0.58,0.0,0.622,-3.664,0.128,83.995,4
323,catch me,this is what ____ feels like (Vol. 1-4),JVKE,2022-09-23,177236,59,0.442,0.73,0.55,0.00059,0.276,-3.845,0.184,101.389,3
324,this is what falling out of love feels like,this is what ____ feels like (Vol. 1-4),JVKE,2022-09-23,141163,65,0.323,0.649,0.807,0.00568,0.638,-5.031,0.251,173.874,3
325,ghost town,this is what ____ feels like (Vol. 1-4),JVKE,2022-09-23,157791,59,0.647,0.364,0.599,3.24e-05,0.102,-2.291,0.0681,164.084,4
326,CHARGER,CHARGER,JVKE,2022-02-25,113558,53,0.785,0.191,0.723,9.66e-06,0.329,-4.809,0.106,160.026,4
327,Dandelion,Dandelion,Galantis,2021-01-08,140011,65,0.8,0.158,0.66,0.02,0.14,-4.903,0.158,117.923,4
328,Brand New Day,Brand New Day,JVKE,2021-11-10,159314,51,0.605,0.00507,0.923,4.62e-06,0.127,-4.093,0.185,168.094,4
329,golden hour - Acapella Version,golden hour (Acapella Version),JVKE,2023-05-26,193808,23,0.661,0.206,0.464,2.48e-05,0.107,-8.996,0.0352,94.458,3
330,SECRETS,SECRETS,JVKE,2021-05-20,130076,61,0.938,0.492,0.311,0.0394,0.117,-7.776,0.0602,109.974,4
331,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) [Trailer Version]",Fast & Furious: The Fast Saga,2023-05-17,175802,84,0.715,0.129,0.681,0.0,0.152,-4.25,0.113,84.924,4
332,golden hour - R3HAB Remix,golden hour (R3HAB Remix),JVKE,2023-05-12,154761,65,0.765,0.0972,0.827,0.0,0.35,-3.483,0.152,125.954,4
333,"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long / FAST X Soundtrack)",Fast & Furious: The Fast Saga,2023-05-18,175802,81,0.533,0.108,0.67,0.0,0.0983,-4.274,0.275,73.753,4
334,wonder if she loves me,this is what sadness feels like (214Hz),JVKE,2022-10-05,160676,43,0.463,0.598,0.58,0.0,0.622,-3.664,0.128,83.995,4
335,With All My Heart,Coffee Music,Various Artists,2023-05-19,177600,0,0.565,0.321,0.697,0.0,0.0926,-4.901,0.0316,99.934,4
336,u love u (feat. JVKE),u love u (feat. JVKE),Jax,2022-04-29,123568,58,0.793,0.211,0.462,0.0,0.558,-8.147,0.132,160.115,4
337,With All My Heart,Internacionais 2023,Various Artists,2023-05-26,177600,0,0.565,0.321,0.697,0.0,0.0926,-4.901,0.0316,99.934,4
338,With All My Heart,I'm Special - Just Hits,Various Artists,2023-05-17,177600,0,0.565,0.321,0.697,0.0,0.0926,-4.901,0.0316,99.934,4
339,Pretty Little Liar,Pretty Little Liar,Henry Verus,2021-03-26,139580,49,0.405,0.818,0.0958,0.0014,0.288,-18.179,0.166,179.149,4
340,With All My Heart,they don't love it - top hits,Various Artists,2023-05-18,177600,0,0.565,0.321,0.697,0.0,0.0926,-4.901,0.0316,99.934,4
341,With All My Heart,Good Music,Various Artists,2023-05-25,177600,0,0.565,0.321,0.697,0.0,0.0926,-4.901,0.0316,99.934,4
342,Home,Home,JVKE,2021-03-25,149621,55,0.809,0.816,0.421,0.00224,0.0906,-9.24,0.236,169.941,4
343,With All My Heart,Pop Right Now,Various Artists,2023-05-25,177600,0,0.565,0.321,0.697,0.0,0.0926,-4.901,0.0316,99.934,4
344,With All My Heart,Fresh & Chill Pop,Various Artists,2023-05-25,177600,0,0.565,0.321,0.697,0.0,0.0926,-4.901,0.0316,99.934,4
345,moon and back,this is what falling in love feels like (554Hz),JVKE,2022-10-03,148298,52,0.594,0.571,0.494,2.48e-05,0.206,-4.262,0.0722,180.132,4
346,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",FAST X (Original Motion Picture Soundtrack),Fast & Furious: The Fast Saga,2023-05-19,175802,76,0.715,0.129,0.681,0.0,0.152,-4.25,0.113,84.924,4
347,Upside Down (feat. Charlie Puth),Upside Down (feat. Charlie Puth),JVKE,2020-10-30,116000,56,0.816,0.284,0.444,0.0243,0.225,-9.635,0.0546,120.022,4
348,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",FAST X (Original Motion Picture Soundtrack),Fast & Furious: The Fast Saga,2023-05-19,175802,72,0.715,0.129,0.681,0.0,0.152,-4.25,0.113,84.924,4
349,Bad Girl - JVKE Remix,Bad Girl (JVKE Remix),Daya,2021-04-08,166222,60,0.834,0.522,0.662,9.07e-05,0.14,-6.179,0.0407,115.999,4
350,Search & Rescue,Search & Rescue,Drake,2023-04-07,272112,91,0.817,0.0603,0.44,1.42e-06,0.33,-8.482,0.0734,142.024,4
351,God's Plan,Scorpion,Drake,2018-06-29,198973,86,0.754,0.0332,0.449,8.29e-05,0.552,-9.211,0.109,77.169,4
352,Rich Flex,Her Loss,Drake,2022-11-04,239359,90,0.561,0.0503,0.52,1.86e-06,0.355,-9.342,0.244,153.15,3
353,Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",Drake,2022-06-17,218364,89,0.529,0.000307,0.673,2.41e-06,0.093,-4.711,0.175,165.921,4
354,Spin Bout U,Her Loss,Drake,2022-11-04,214588,85,0.773,0.01,0.701,0.0,0.163,-6.386,0.0512,129.963,4
355,In My Feelings,Scorpion,Drake,2018-06-29,217925,77,0.835,0.0589,0.626,6e-05,0.396,-5.833,0.125,91.03,4
356,WAIT FOR U (feat. Drake & Tems),I NEVER LIKED YOU,Future,2022-04-29,189893,87,0.463,0.314,0.642,0.0,0.0686,-4.474,0.34,83.389,4
357,Toosie Slide,Toosie Slide,Drake,2020-04-03,247058,74,0.834,0.321,0.454,6.15e-06,0.114,-9.75,0.201,81.618,4
358,Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,2021-09-03,242965,84,0.849,0.0635,0.424,0.0,0.0834,-9.579,0.324,145.887,4
359,Hotline Bling,Views,Drake,2016-05-06,267066,80,0.891,0.00258,0.628,0.00019,0.0504,-7.863,0.0551,134.966,4
360,Yes Indeed,Harder Than Ever,Lil Baby,2018-05-18,142273,83,0.963,0.0355,0.346,0.0,0.108,-9.309,0.53,119.957,4
361,One Dance,Views,Drake,2016-05-06,173986,88,0.792,0.00776,0.625,0.0018,0.329,-5.609,0.0536,103.967,4
362,Passionfruit,More Life,Drake,2017-03-18,298940,86,0.809,0.256,0.463,0.085,0.109,-11.377,0.0396,111.98,4
363,Wants and Needs (feat. Lil Baby),Scary Hours 2,Drake,2021-03-05,192956,83,0.578,0.0618,0.449,2.17e-06,0.119,-6.349,0.286,136.006,4
364,Teenage Fever,More Life,Drake,2017-03-18,219692,83,0.766,0.111,0.283,0.0172,0.115,-10.33,0.0846,97.04,4
365,Love Me,I Am Not A Human Being II (Deluxe),Lil Wayne,2013-01-01,255053,83,0.669,0.0125,0.634,0.0,0.0946,-6.476,0.0327,124.906,4
366,Nonstop,Scorpion,Drake,2018-06-29,238614,80,0.912,0.0165,0.412,0.0126,0.104,-8.074,0.123,154.983,4
367,Fair Trade (with Travis Scott),Certified Lover Boy,Drake,2021-09-03,291175,86,0.666,0.0503,0.465,0.0,0.215,-8.545,0.26,167.937,4
368,Trust Issues,Care Package,Drake,2019-08-02,281518,81,0.421,0.779,0.539,0.0,0.111,-5.456,0.274,89.177,3
369,P power (feat. Drake),DS4EVER,Gunna,2022-01-13,193346,82,0.828,0.0199,0.591,0.000323,0.361,-6.217,0.109,119.251,4
370,Laugh Now Cry Later (feat. Lil Durk),Laugh Now Cry Later (feat. Lil Durk),Drake,2020-08-14,261492,80,0.761,0.244,0.518,3.47e-05,0.107,-8.871,0.134,133.976,4
371,Going Bad (feat. Drake),Championships,Meek Mill,2018-11-30,180522,82,0.889,0.259,0.496,0.0,0.252,-6.365,0.0905,86.003,4
372,Life Is Good (feat. Drake),Life Is Good (feat. Drake),Future,2020-01-10,237735,78,0.676,0.0706,0.609,0.0,0.152,-5.831,0.481,142.037,4
373,On BS,Her Loss,Drake,2022-11-04,261543,81,0.841,0.0201,0.358,0.0,0.39,-8.368,0.591,158.014,4
374,Over,Thank Me Later,Drake,2010-01-01,233560,71,0.35,0.0107,0.845,0.0,0.123,-5.614,0.2,99.643,5
375,Pussy & Millions (feat. Travis Scott),Her Loss,Drake,2022-11-04,242026,81,0.749,0.0623,0.63,0.0,0.353,-6.652,0.116,122.03,4
376,Started From the Bottom,Nothing Was The Same,Drake,2013-01-01,174133,68,0.793,0.0319,0.524,0.0,0.156,-7.827,0.156,86.325,4
377,Chicago Freestyle (feat. Giveon),Dark Lane Demo Tapes,Drake,2020-05-01,220487,83,0.735,0.629,0.449,0.0,0.113,-7.507,0.347,122.947,4
378,Headlines,Take Care (Deluxe),Drake,2011-11-15,235986,79,0.636,0.365,0.566,0.000353,0.0917,-7.16,0.106,151.894,4
379,Nice For What,Scorpion,Drake,2018-06-29,210746,80,0.585,0.0891,0.909,9.7e-05,0.119,-6.474,0.0707,93.372,4
380,Marvins Room,Take Care (Deluxe),Drake,2011-11-15,347226,76,0.492,0.646,0.26,0.00178,0.0705,-17.341,0.0921,111.519,5
381,Circo Loco,Her Loss,Drake,2022-11-04,236795,79,0.734,0.0102,0.605,0.0,0.317,-8.476,0.0699,103.976,4
382,Girls Need Love (with Drake) - Remix,Last Day Of Summer,Summer Walker,2018-10-19,222374,80,0.656,0.443,0.432,0.0,0.132,-9.481,0.217,97.022,4
383,Yebba’s Heartbreak,Certified Lover Boy,Drake,2021-09-03,133762,80,0.476,0.967,0.161,0.0381,0.109,-11.665,0.0407,119.614,4
384,No Guidance (feat. Drake),Indigo,Chris Brown,2019-06-28,260640,80,0.696,0.123,0.454,0.0,0.155,-6.756,0.153,92.928,4
385,"Hold On, We're Going Home",Nothing Was The Same,Drake,2013-01-01,227880,74,0.777,0.00421,0.414,2.73e-05,0.0724,-7.44,0.0946,100.002,4
386,I Found A Way,Drake & Josh: Songs From & Inspired By The Hit TV Series,Original Soundtrack,2005-03-08,179493,49,0.531,0.0056,0.766,0.0,0.201,-7.692,0.0582,130.048,4
387,Work,ANTI (Deluxe),Rihanna,2016-01-28,219320,80,0.725,0.0752,0.534,0.0,0.0919,-6.238,0.0946,91.974,4
388,Mr. Right Now (feat. Drake),SAVAGE MODE II,21 Savage,2020-10-02,193838,75,0.647,0.231,0.667,0.0,0.133,-5.563,0.304,172.08,4
389,MIA,X 100PRE,Bad Bunny,2018-12-23,210367,80,0.816,0.0142,0.538,0.000496,0.099,-6.354,0.0617,97.054,4
390,"Never Recover (Lil Baby & Gunna, Drake)",Drip Harder,Lil Baby,2018-10-05,194732,72,0.753,0.0677,0.686,0.0,0.193,-5.415,0.284,132.055,4
391,Money In The Grave (Drake ft. Rick Ross),The Best In The World Pack,Drake,2019-06-15,205426,79,0.831,0.101,0.502,0.0,0.122,-4.045,0.046,100.541,4
392,Summer Sixteen,Summer Sixteen,Drake,2016-02-05,202450,60,0.594,0.00354,0.46,2.71e-05,0.147,-7.607,0.382,146.274,4
393,Childs Play,Views,Drake,2016-05-06,241400,71,0.746,0.0175,0.475,1.1e-05,0.197,-11.243,0.113,80.006,4
394,Best I Ever Had,So Far Gone,Drake,2009,257690,79,0.395,0.19,0.922,0.0,0.134,-2.176,0.375,162.361,4
395,Jumpman,What A Time To Be Alive,Drake,2015-09-20,205879,73,0.852,0.0559,0.553,0.0,0.332,-7.286,0.187,142.079,4
396,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",LONG.LIVE.A$AP (Deluxe Version),A$AP Rocky,2013,233786,77,0.853,0.0239,0.693,0.0,0.11,-6.87,0.275,95.967,4
397,10 Bands,If You're Reading This It's Too Late,Drake,2015-02-12,177733,69,0.825,0.265,0.756,2.15e-06,0.0762,-3.687,0.383,172.938,4
398,Controlla,Views,Drake,2016-05-06,245226,74,0.59,0.0789,0.468,0.0,0.101,-11.083,0.185,92.287,4
399,Energy,If You're Reading This It's Too Late,Drake,2015-02-12,181933,74,0.747,0.38,0.571,0.0,0.534,-7.916,0.478,172.104,4
400,Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,2022-10-17,123890,90,0.486,0.0652,0.545,0.00474,0.0642,-7.924,0.0336,150.187,4
401,20 Min,Luv Is Rage 2 (Deluxe),Lil Uzi Vert,2017-11-17,220586,85,0.773,0.109,0.75,0.0,0.174,-4.009,0.117,123.426,4
402,Watch This - ARIZONATEARS Pluggnb Remix,Watch This (ARIZONATEARS Pluggnb Remix),Lil Uzi Vert,2023-02-05,163139,89,0.686,0.0103,0.897,0.103,0.153,-7.18,0.0386,129.975,4
403,XO Tour Llif3,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,182706,83,0.732,0.00264,0.75,0.0,0.109,-6.366,0.231,155.096,4
404,The Way Life Goes (feat. Oh Wonder),Luv Is Rage 2,Lil Uzi Vert,2017-08-25,221746,80,0.703,0.617,0.757,0.0,0.106,-3.612,0.05,82.008,4
405,Money Longer,Lil Uzi Vert vs. The World,Lil Uzi Vert,2016-05-27,198944,76,0.795,0.0541,0.568,0.0,0.108,-7.817,0.142,136.173,4
406,Silly Watch,Eternal Atake,Lil Uzi Vert,2020-03-06,195692,72,0.903,0.0298,0.535,0.0,0.0851,-6.238,0.286,130.117,4
407,Flawlëss (feat. Lil Uzi Vert),Lyfë,Yeat,2022-09-09,176124,81,0.474,0.0715,0.805,0.0,0.147,-5.997,0.332,131.001,4
408,Myron,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert,2020-03-13,224954,72,0.771,0.055,0.654,0.0,0.214,-6.976,0.298,155.047,4
409,Erase Your Social,The Perfect LUV Tape,Lil Uzi Vert,2016-08-10,199993,76,0.705,0.694,0.609,0.0,0.234,-5.728,0.0729,140.058,4
410,Shoota (feat. Lil Uzi Vert),Die Lit,Playboi Carti,2018-05-11,153800,79,0.673,0.188,0.649,0.0,0.122,-8.433,0.196,153.075,4
411,Sanguine Paradise,Sanguine Paradise,Lil Uzi Vert,2019-04-09,243976,72,0.729,0.0948,0.603,0.0,0.113,-6.736,0.0666,134.972,4
412,7AM,Luv Is Rage,Lil Uzi Vert,2015-12-18,219712,70,0.638,0.275,0.526,0.0,0.462,-8.401,0.131,139.054,4
413,Wasted (feat. Lil Uzi Vert),Goodbye & Good Riddance,Juice WRLD,2018-12-10,258475,77,0.742,0.0381,0.579,0.0,0.0952,-5.024,0.202,144.994,4
414,Homecoming,Eternal Atake,Lil Uzi Vert,2020-03-06,213884,71,0.929,0.000592,0.563,0.0,0.244,-7.428,0.49,129.957,4
415,wokeuplikethis*,Playboi Carti,Playboi Carti,2017-04-14,235535,75,0.785,0.0138,0.62,0.0,0.15,-6.667,0.254,78.477,4
416,Baby Pluto,Eternal Atake,Lil Uzi Vert,2020-03-06,210261,68,0.772,0.135,0.634,0.0,0.432,-6.101,0.212,160.052,4
417,Bad and Boujee (feat. Lil Uzi Vert),Culture,Migos,2017-01-27,343150,76,0.926,0.0611,0.666,0.0,0.123,-5.314,0.244,127.079,4
418,Top,Luv Is Rage,Lil Uzi Vert,2015-12-18,236000,69,0.776,0.193,0.762,0.0,0.18,-4.356,0.216,120.039,4
419,Wasted (feat. Lil Uzi Vert),Goodbye & Good Riddance (5 Year Anniversary Edition),Juice WRLD,2023-05-18,258475,58,0.742,0.0476,0.59,0.0,0.101,-5.2,0.216,145.022,4
420,You Was Right,Lil Uzi Vert vs. The World,Lil Uzi Vert,2016-05-27,163944,69,0.843,0.069,0.359,0.0,0.12,-7.417,0.461,81.987,4
421,Lucid Dreams (feat. Lil Uzi Vert) - Remix,Goodbye & Good Riddance (5 Year Anniversary Edition),Juice WRLD,2023-05-18,240437,56,0.384,0.111,0.583,0.0,0.281,-6.459,0.248,83.965,4
422,Neon Guts (feat. Pharrell Williams),Luv Is Rage 2,Lil Uzi Vert,2017-08-25,258789,73,0.859,0.0541,0.563,0.0,0.0685,-6.635,0.112,119.934,4
423,Venetia,Eternal Atake,Lil Uzi Vert,2020-03-06,188800,63,0.775,0.162,0.757,0.0,0.148,-4.139,0.175,142.933,4
424,Lucid Dreams (feat. Lil Uzi Vert) - Remix,Goodbye & Good Riddance (5 Year Anniversary Edition),Juice WRLD,2023-05-18,240437,46,0.441,0.123,0.583,0.0,0.283,-6.467,0.219,78.482,4
425,P2,Eternal Atake,Lil Uzi Vert,2020-03-06,234626,68,0.775,0.0236,0.72,0.0,0.114,-5.353,0.193,155.086,4
426,Wasted (feat. Lil Uzi Vert),Goodbye & Good Riddance (5 Year Anniversary Edition),Juice WRLD,2023-05-18,258475,45,0.725,0.047,0.591,0.0,0.1,-5.195,0.228,145.011,4
427,Sauce It Up,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,207038,68,0.813,0.0715,0.528,0.0,0.125,-6.305,0.313,79.532,4
428,Ps & Qs,Lil Uzi Vert vs. The World,Lil Uzi Vert,2016-05-27,221538,66,0.522,0.235,0.428,2.35e-06,0.278,-11.332,0.143,129.829,4
429,Sauce It Up,Summer 2023 Trap,Various Artists,2023-05-19,207038,1,0.813,0.0714,0.527,0.0,0.125,-6.305,0.314,79.532,4
430,Bean (Kobe) [feat. Chief Keef],Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert,2020-03-13,238816,66,0.733,0.0129,0.567,0.0,0.382,-6.718,0.319,75.491,4
431,Just Wanna Rock,Top Pop Hits Globais,Various Artists,2023-05-19,123890,1,0.486,0.0652,0.545,0.00474,0.0642,-7.924,0.0336,150.187,4
432,444+222,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,247347,61,0.791,0.0235,0.513,2.83e-05,0.101,-6.568,0.269,76.997,4
433,Flawlëss,Hip Hop für Gamer by STOKED,Various Artists,2023-05-26,176124,0,0.47,0.0732,0.807,0.0,0.144,-6.024,0.337,130.99,4
434,Yessirskiii,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert,2020-03-13,219340,71,0.895,0.0183,0.739,7.61e-06,0.102,-6.633,0.283,140.007,4
435,wokeuplikethis*,2010s RAP HITS : 2014-2020 Era,Various Artists,2023-05-26,235535,0,0.785,0.0138,0.62,0.0,0.15,-6.667,0.254,78.477,4
436,Shoota,2010s RAP HITS : 2014-2020 Era,Various Artists,2023-05-26,153800,0,0.673,0.188,0.649,0.0,0.122,-8.433,0.196,153.075,4
437,FOR FUN,RED & WHITE,Lil Uzi Vert,2022-07-23,188059,68,0.775,0.157,0.461,0.0,0.0687,-6.594,0.124,134.028,4
438,Fact (feat. Lil Uzi Vert),Fact (feat. Lil Uzi Vert),Ghostluvme,2023-02-07,174373,73,0.779,0.181,0.684,0.0,0.0691,-4.963,0.108,124.034,4
439,"Bankroll (Feat. Lil Uzi Vert, Playboi Carti)",DPONTHEBEAT VOL 3,DP Beats,2018-11-19,266540,45,0.633,0.261,0.318,7.3e-05,0.115,-12.965,0.0542,130.994,4
440,Futsal Shuffle 2020 - Bonus Track,Eternal Atake,Lil Uzi Vert,2020-03-06,198912,62,0.879,0.0346,0.448,0.0,0.224,-8.57,0.222,136.985,4
441,Lucid Dreams (feat. Lil Uzi Vert) - Remix,Goodbye & Good Riddance (Anniversary),Juice WRLD,2021-05-28,240437,65,0.443,0.125,0.579,0.0,0.284,-6.517,0.187,83.827,4
442,Do What I Want,The Perfect LUV Tape,Lil Uzi Vert,2016-08-10,175203,68,0.681,0.106,0.701,0.0,0.208,-6.336,0.0767,139.952,4
443,Big tonka (feat. Lil Uzi Vert),2 Alivë (Geëk Pack),Yeat,2022-04-01,207760,72,0.667,0.00652,0.67,0.0,0.122,-7.081,0.124,130.082,4
444,Prices,Eternal Atake,Lil Uzi Vert,2020-03-06,233333,65,0.786,0.173,0.683,0.0,0.706,-5.397,0.205,126.002,4
445,Bad and Boujee,2010s RAP HITS : 2014-2020 Era,Various Artists,2023-05-26,343150,0,0.926,0.0611,0.666,0.0,0.123,-5.314,0.244,127.079,4
446,Futsal Shuffle 2020,Futsal Shuffle 2020,Lil Uzi Vert,2019-12-12,198912,64,0.881,0.0327,0.457,0.0,0.231,-8.191,0.156,136.97,4
447,Commercial (feat. Lil Uzi Vert),My Turn,Lil Baby,2020-02-28,214214,68,0.892,0.048,0.486,0.0,0.146,-8.637,0.384,120.998,4
448,F.F.,RED & WHITE,Lil Uzi Vert,2022-07-23,190142,56,0.643,0.0482,0.668,0.0,0.0995,-5.915,0.04,125.026,4
449,Lil Uzi Vert Heavy,Gëekedup,6ix3rty,2022-11-21,130368,40,0.819,0.0229,0.496,0.0,0.224,-10.099,0.288,128.914,4
450,Romantic Homicide,Romantic Homicide,d4vd,2022-07-20,132630,91,0.571,0.453,0.544,0.00805,0.322,-10.613,0.0299,132.052,4
451,Here With Me,Here With Me,d4vd,2022-09-22,242484,94,0.574,0.534,0.469,9.21e-05,0.128,-8.209,0.0254,132.023,4
452,Sleep Well,Sleep Well,d4vd,2023-04-13,175875,79,0.449,0.815,0.377,1.18e-05,0.142,-9.438,0.0343,155.56,3
453,WORTHLESS,WORTHLESS,d4vd,2023-03-09,163049,75,0.643,0.0683,0.807,0.0,0.119,-4.9,0.0584,124.593,4
454,This Is How It Feels (with Laufey),Petals to Thorns,d4vd,2023-05-26,284305,28,0.312,0.931,0.229,0.0,0.165,-11.656,0.0327,132.493,3
455,You and I,You and I,d4vd,2022-01-10,152551,74,0.474,0.259,0.919,0.945,0.341,-5.702,0.0381,90.225,4
456,Placebo Effect,Placebo Effect,d4vd,2023-02-08,191493,71,0.475,0.823,0.243,0.0,0.115,-11.209,0.0262,61.317,4
457,Don't Forget About Me,Don't Forget About Me,d4vd,2023-05-18,149324,71,0.667,0.0797,0.418,0.0365,0.131,-10.23,0.0388,117.735,4
458,Romantic Homicide,初夏浪漫夕阳BGM,Various Artists,2023-05-23,132630,0,0.571,0.453,0.544,0.00805,0.322,-10.613,0.0299,132.052,4
459,Here With Me,Pride Hits 2023,Various Artists,2023-05-26,242484,0,0.574,0.534,0.469,9.21e-05,0.128,-8.209,0.0254,132.023,4
460,Take Me To The Sun,Take Me To The Sun,d4vd,2022-05-09,166996,69,0.446,8.24e-06,0.734,0.0492,0.564,-9.75,0.0374,178.182,4
461,Here With Me,Mood: Asado,Various Artists,2023-05-26,242484,0,0.574,0.534,0.469,9.21e-05,0.128,-8.209,0.0254,132.023,4
462,Dirty Secrets,Dirty Secrets,d4vd,2022-04-27,154070,68,0.416,0.00342,0.813,0.416,0.482,-9.742,0.0351,175.007,4
463,Here With Me,Brunch & Pop,Various Artists,2023-05-26,242484,0,0.574,0.534,0.469,9.21e-05,0.128,-8.209,0.0254,132.023,4
464,Bleed Out,Bleed Out,d4vd,2022-02-22,168946,61,0.57,0.0479,0.937,0.00958,0.215,-4.485,0.0401,104.4,4
465,Romantic Homicide,Brunch & Pop,Various Artists,2023-05-26,132630,0,0.571,0.453,0.544,0.00805,0.322,-10.613,0.0299,132.052,4
