,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
466,The Bridge,Petals to Thorns,d4vd,2023-05-26,181938,32,0.557,0.0203,0.521,0.0,0.184,-7.706,0.0411,147.573,3
467,Separate,Separate,d4vd,2022-05-23,109341,62,0.648,0.496,0.515,0.0022,0.124,-13.009,0.327,140.377,4
468,NEVER AGAIN,NEVER AGAIN,d4vd,2022-06-06,101632,61,0.418,0.913,0.37,0.00267,0.219,-10.701,0.0362,132.755,4
469,Sleep Well,Petals to Thorns,d4vd,2023-05-26,175875,24,0.358,0.786,0.363,7.04e-06,0.142,-10.559,0.034,151.15,3
470,life’s a dream,life’s a dream,d4vd,2022-02-05,130541,64,0.423,0.949,0.167,0.897,0.0913,-19.82,0.0354,119.807,4
471,Backstreet Girl,Petals to Thorns,d4vd,2023-05-26,250492,24,0.506,0.027,0.507,8.59e-05,0.111,-10.109,0.0279,140.733,3
472,DTN,DTN,d4vd,2022-07-14,119976,59,0.709,0.259,0.625,0.000206,0.0977,-7.55,0.0318,143.584,4
473,Don't Forget About Me,Petals to Thorns,d4vd,2023-05-26,149324,22,0.661,0.0744,0.44,0.00939,0.185,-11.101,0.0339,117.707,4
474,Fly Away,Fly Away,d4vd,2022-05-23,151764,56,0.529,0.025,0.915,0.00997,0.145,-6.526,0.051,138.591,4
475,Here With Me,Petals to Thorns,d4vd,2023-05-26,242484,21,0.571,0.544,0.458,9.27e-05,0.123,-9.283,0.0258,132.025,4
476,poetic vulgarity.,experimental.,JSKO,2023-02-10,155016,19,0.766,0.0252,0.489,0.0462,0.104,-13.215,0.261,139.954,4
477,WORTHLESS,Petals to Thorns,d4vd,2023-05-26,163049,20,0.644,0.0615,0.748,0.0,0.116,-6.299,0.0545,124.583,4
478,Romantic Homicide - Sped Up,Romantic Homicide,DJ Tec,2022-11-23,107514,57,0.532,0.0302,0.51,0.000927,0.092,-12.089,0.028,83.192,4
479,You and I,Petals to Thorns,d4vd,2023-05-26,152551,20,0.471,0.178,0.913,0.000465,0.44,-6.727,0.0392,90.231,4
480,Run Away,Run Away,d4vd,2021-12-21,143683,56,0.192,0.489,0.194,0.928,0.109,-15.577,0.0325,206.11,4
481,Romantic Homicide,Petals to Thorns,d4vd,2023-05-26,132630,19,0.556,0.456,0.511,0.0177,0.282,-10.639,0.0313,132.028,4
482,Here With Me,Winter 2023,Various Artists,2023-01-08,242484,35,0.574,0.534,0.469,9.21e-05,0.128,-8.209,0.0254,132.023,4
483,DVD Menu,Punisher,Phoebe Bridgers,2020-06-18,69931,59,0.211,0.91,0.089,0.881,0.204,-25.292,0.0408,110.514,4
484,Decide,Decide,d4vd,2022-03-28,211115,53,0.265,0.0996,0.864,0.00117,0.26,-6.62,0.0954,115.936,4
485,DVD,KG0516,KAROL G,2021-03-26,198973,58,0.777,0.04,0.785,1.6e-05,0.35,-4.145,0.263,164.018,4
486,Here With Me,VIRAL HITS 2022,Various Artists,2022-12-29,242484,25,0.574,0.534,0.469,9.21e-05,0.128,-8.209,0.0254,132.023,4
487,Wasting Your Time,Wasting Your Time,d4vd,2022-06-19,146237,52,0.492,0.165,0.575,0.00976,0.111,-11.561,0.11,72.25,4
488,Thinking of You,Thinking of You,d4vd Archive,2023-04-07,149047,26,0.423,0.608,0.402,0.0,0.263,-12.37,0.1,131.745,4
489,More Than Just Friends,More Than Just Friends,d4vd,2022-04-24,126384,51,0.644,0.0359,0.628,0.0,0.0646,-7.591,0.0407,154.015,4
490,YOU'RE ACTING DIFFERENT NOW x d4vd,YOU'RE ACTING DIFFERENT NOW x d4vd,VALOUS ISRAFIL,2022-09-01,167039,31,0.52,0.000642,0.573,0.000635,0.264,-9.824,0.0353,75.232,4
491,Right Now,Right Now,d4vd,2022-06-28,149372,53,0.346,0.52,0.342,0.000332,0.113,-16.038,0.103,102.687,4
492,Here With Me,Newsletter Viral Hits,Various Artists,2023-01-09,242484,17,0.574,0.534,0.469,9.21e-05,0.128,-8.209,0.0254,132.023,4
493,It’s That Time Again,It’s That Time Again,d4vd,2022-03-18,189960,54,0.521,0.563,0.465,0.75,0.123,-10.088,0.0294,96.0,4
494,Sleep Well,Morning Vibes 2023,Various Artists,2023-05-16,175875,18,0.413,0.821,0.375,7.12e-06,0.141,-9.569,0.0321,154.977,3
495,poison - demo,poison (demo),CLAY,2023-04-21,163653,55,0.546,0.374,0.547,0.00021,0.122,-7.793,0.0469,170.026,3
496,Sleep Well,Mega Hits Summer 2023,Various Artists,2023-05-18,175875,7,0.413,0.821,0.375,7.12e-06,0.141,-9.569,0.0321,154.977,3
497,Past Love,Past Love,PassionKilla,2022-11-01,129520,22,0.75,0.0145,0.57,0.178,0.142,-10.735,0.07,138.151,4
498,Romantic Homicide,Summer Time Sadness by The Circle Sessions,Various Artists,2023-05-18,132630,6,0.571,0.453,0.544,0.00805,0.322,-10.613,0.0299,132.052,4
499,Fragile,Everything I Know About Love,Laufey,2022-08-26,241080,65,0.361,0.931,0.413,0.000179,0.231,-12.43,0.065,149.301,4
500,Superhero (Heroes & Villains) [with Future & Chris Brown],HEROES & VILLAINS,Metro Boomin,2022-12-02,182666,90,0.526,0.152,0.606,2.36e-06,0.194,-5.3,0.259,116.622,4
501,Solo,HNDRXX,Future,2017-07-27,265996,82,0.784,0.0538,0.486,0.497,0.101,-6.497,0.0475,110.964,4
502,PUFFIN ON ZOOTIEZ,I NEVER LIKED YOU,Future,2022-04-29,172933,82,0.883,0.0603,0.657,0.0,0.128,-5.748,0.305,124.992,4
503,WAIT FOR U (feat. Drake & Tems),I NEVER LIKED YOU,Future,2022-04-29,189893,87,0.463,0.314,0.642,0.0,0.0686,-4.474,0.34,83.389,4
504,PUFFIN ON ZOOTIEZ,I NEVER LIKED YOU,Future,2022-05-02,172933,68,0.883,0.0603,0.657,0.0,0.128,-5.748,0.305,124.992,4
505,Too Many Nights (feat. Don Toliver & with Future),HEROES & VILLAINS,Metro Boomin,2022-12-02,199920,89,0.684,0.189,0.671,2.37e-05,0.122,-4.392,0.0464,88.048,4
506,LOVE YOU BETTER,I NEVER LIKED YOU,Future,2022-04-29,129479,75,0.709,0.478,0.357,0.000294,0.112,-9.289,0.214,75.494,4
507,I'M ON ONE (feat. Drake),I NEVER LIKED YOU,Future,2022-04-29,236186,70,0.773,0.0103,0.707,1.04e-05,0.296,-5.71,0.0568,76.977,4
508,Double Fantasy (with Future),Double Fantasy,The Weeknd,2023-04-21,268235,88,0.6,0.00621,0.567,8.73e-06,0.495,-7.269,0.033,119.043,4
509,I Serve the Base,DS2 (Deluxe),Future,2015-07-17,190893,77,0.636,0.011,0.57,0.00204,0.0677,-5.973,0.0571,168.202,4
510,Mask Off,FUTURE,Future,2017-06-30,204600,84,0.833,0.0102,0.434,0.0219,0.165,-8.795,0.431,150.062,4
511,MASSAGING ME,I NEVER LIKED YOU,Future,2022-04-29,106133,64,0.916,0.000189,0.453,0.0,0.137,-4.148,0.158,145.007,4
512,F*ck Up Some Commas,DS2 (Deluxe),Future,2015-07-17,237400,68,0.874,0.0698,0.568,1.38e-05,0.149,-5.896,0.224,139.995,4
513,KEEP IT BURNIN (feat. Kanye West),I NEVER LIKED YOU,Future,2022-04-29,207213,61,0.652,0.00861,0.578,0.0,0.285,-6.187,0.161,87.395,4
514,Dear Future Husband,Title (Deluxe),Meghan Trainor,2015-01-09,184226,77,0.655,0.375,0.782,0.0,0.317,-4.789,0.185,79.427,4
515,Future Perfect (Pass the MIC),MANIFESTO : DAY 1,ENHYPEN,2022-07-04,180750,73,0.658,0.0364,0.9,0.0,0.0771,-3.479,0.264,156.096,4
516,Stick Talk,DS2 (Deluxe),Future,2015-07-17,171333,66,0.729,0.0265,0.672,0.0,0.244,-6.749,0.282,159.903,4
517,56 Nights,56 Nights,Future,2015-03-21,227248,63,0.847,0.107,0.522,0.000233,0.144,-6.461,0.153,122.935,4
518,Double Fantasy,Hip Hop für Gamer by STOKED,Various Artists,2023-05-26,268235,0,0.613,0.00572,0.573,2.58e-06,0.432,-7.277,0.0345,119.041,4
519,Married To The Game,Project E.T.,Future,2016-10-13,130037,69,0.827,0.0799,0.544,1.97e-06,0.156,-5.686,0.05,143.014,4
520,Codeine Crazy,Monster,Future,2014-10-28,346906,70,0.745,0.168,0.617,0.0,0.389,-7.22,0.144,125.98,4
521,I'M DAT N****,I NEVER LIKED YOU,Future,2022-05-02,271840,56,0.911,0.0112,0.573,5.83e-05,0.131,-5.573,0.163,144.026,4
522,Way 2 Sexy (with Future & Young Thug),Certified Lover Boy,Drake,2021-09-03,257604,78,0.803,0.000619,0.597,4.5e-06,0.323,-6.035,0.141,136.008,4
523,Turn On The Lights,Pluto 3D,Future,2012-11-27,248360,61,0.596,0.0409,0.574,0.0,0.147,-9.373,0.212,131.075,4
524,Thought It Was a Drought,DS2 (Deluxe),Future,2015-07-17,265213,65,0.861,0.00761,0.448,0.000408,0.0902,-8.256,0.111,125.022,4
525,Loveeeeeee Song,Unapologetic (Deluxe),Rihanna,2012-12-11,256320,74,0.71,0.508,0.598,0.0,0.0971,-7.598,0.0319,119.981,4
526,March Madness,56 Nights,Future,2015-03-21,244511,70,0.5,0.159,0.69,0.0,0.104,-4.448,0.312,180.206,3
527,I Been Drinking,Trap Still Boomin' 2,Various Artists,2014-05-20,137138,63,0.519,0.364,0.679,0.0,0.282,-6.947,0.0988,138.245,4
528,Low Life (feat. The Weeknd),EVOL,Future,2016-04-13,313546,78,0.722,0.337,0.331,0.282,0.146,-7.789,0.0726,143.961,4
529,Draco,FUTURE,Future,2017-06-30,225134,62,0.804,0.000668,0.456,0.0,0.31,-7.44,0.0468,130.014,4
530,I Can't Save You (Interlude) [with Future & feat. Don Toliver],HEROES & VILLAINS,Metro Boomin,2022-12-02,90720,77,0.668,0.0301,0.727,0.0,0.143,-4.613,0.248,143.083,4
531,Too Comfortable,High Off Life,Future,2020-05-15,236818,71,0.935,0.0455,0.472,0.0,0.19,-9.304,0.0575,130.041,4
532,Rotation,DS2 (Deluxe),Future,2015-07-17,167613,53,0.836,0.124,0.371,0.128,0.153,-7.092,0.348,156.98,4
533,Life Is Good (feat. Drake),Life Is Good (feat. Drake),Future,2020-01-10,237735,78,0.676,0.0706,0.609,0.0,0.152,-5.831,0.481,142.037,4
534,I'M ON ONE (feat. Drake),I NEVER LIKED YOU,Future,2022-05-02,236186,61,0.773,0.0103,0.707,1.04e-05,0.296,-5.71,0.0568,76.977,4
535,pushin P (feat. Young Thug),DS4EVER,Gunna,2022-01-13,136266,77,0.773,0.00783,0.422,0.00693,0.129,-4.572,0.187,77.502,1
536,I'M DAT N****,I NEVER LIKED YOU,Future,2022-04-29,271840,68,0.911,0.0112,0.573,5.83e-05,0.131,-5.573,0.163,144.026,4
537,Inside The Mattress,Purple Reign,Future,2016-01-17,210693,53,0.538,0.209,0.477,0.0,0.301,-8.025,0.285,128.931,4
538,Blackout,Blackout,Joyner Lucas,2023-04-07,189450,75,0.811,0.012,0.471,0.0,0.0951,-7.125,0.32,152.094,4
539,Trap Niggas,DS2 (Deluxe),Future,2015-07-17,183800,63,0.813,0.131,0.583,3.83e-05,0.142,-6.922,0.174,81.018,4
540,Dear Future Husband,Title (Expanded Edition),Meghan Trainor,2015-01-09,184226,59,0.704,0.374,0.78,0.0,0.309,-4.743,0.142,79.483,4
541,Seasons (Waiting on You),Singles,Future Islands,2014-03-24,226440,65,0.498,0.136,0.721,0.699,0.0933,-5.232,0.0282,140.022,4
542,Double Fantasy (with Future) - Radio Edit,Double Fantasy,The Weeknd,2023-04-21,235966,78,0.406,0.00557,0.606,0.0,0.456,-7.03,0.0494,119.045,4
543,KEEP IT BURNIN (feat. Kanye West),I NEVER LIKED YOU,Future,2022-05-02,207213,54,0.652,0.00861,0.578,0.0,0.285,-6.187,0.161,87.395,4
544,Future,Jack In The Box,j-hope,2022-07-15,139308,66,0.717,0.0652,0.822,0.0,0.36,-5.249,0.0879,102.042,4
545,Groupies,DS2 (Deluxe),Future,2015-07-17,187253,52,0.828,0.0211,0.666,0.0,0.222,-5.012,0.106,125.999,4
546,Mad Max,Lil Durk Presents: Loyal Bros 2,Only The Family,2022-12-16,153600,74,0.898,0.0212,0.64,0.0,0.0919,-8.796,0.255,149.988,4
547,Future Days,The Last of Us Part II: Covers and Rarities,Various Artists,2021-09-27,220940,53,0.616,0.63,0.136,0.0201,0.0841,-22.27,0.0817,111.092,4
548,VOODOO (feat. Kodak Black),I NEVER LIKED YOU,Future,2022-04-29,211133,54,0.499,0.0686,0.404,1.11e-06,0.125,-9.469,0.381,77.565,4
549,Drankin N Smokin,Pluto x Baby Pluto,Future,2020-11-13,213520,74,0.752,0.0421,0.658,0.0,0.0927,-6.297,0.342,151.951,4
550,As It Was,As It Was,Harry Styles,2022-03-31,167303,92,0.52,0.342,0.731,0.00101,0.311,-5.338,0.0557,173.93,4
551,Late Night Talking,Harry's House,Harry Styles,2022-05-20,177954,89,0.714,0.298,0.728,0.0,0.106,-4.595,0.0468,114.996,4
552,As It Was,Harry's House,Harry Styles,2022-05-20,167303,92,0.52,0.342,0.731,0.00101,0.311,-5.338,0.0557,173.93,4
553,Watermelon Sugar,Fine Line,Harry Styles,2019-12-13,174000,90,0.548,0.122,0.816,0.0,0.335,-4.209,0.0465,95.39,4
554,Golden,Fine Line,Harry Styles,2019-12-13,208906,83,0.448,0.21,0.838,0.000131,0.131,-5.257,0.0557,139.863,4
555,Sign of the Times,Harry Styles,Harry Styles,2017-05-12,340706,86,0.516,0.0275,0.595,0.0,0.109,-4.63,0.0313,119.972,4
556,Grapejuice,Harry's House,Harry Styles,2022-05-20,191958,78,0.645,0.357,0.721,0.143,0.204,-4.394,0.0336,182.928,4
557,Adore You,Fine Line,Harry Styles,2019-12-13,207133,86,0.676,0.0237,0.771,7e-06,0.102,-3.675,0.0483,99.048,4
558,Boyfriends,Harry's House,Harry Styles,2022-05-20,194543,75,0.417,0.935,0.202,0.0,0.108,-10.976,0.0357,118.029,4
559,Satellite,Harry's House,Harry Styles,2022-05-20,218577,86,0.576,0.143,0.457,3.05e-05,0.0917,-6.473,0.0304,138.984,4
560,Cinema,Harry's House,Harry Styles,2022-05-20,243507,78,0.829,0.354,0.644,0.0511,0.0944,-7.696,0.0427,105.993,4
561,Matilda,Harry's House,Harry Styles,2022-05-20,245964,84,0.507,0.896,0.294,1.97e-05,0.0966,-10.0,0.04,114.199,4
562,Falling,Fine Line,Harry Styles,2019-12-13,240133,85,0.567,0.839,0.267,1.46e-06,0.089,-6.502,0.0299,110.011,4
563,Lights Up,Fine Line,Harry Styles,2019-12-13,172213,76,0.575,0.0392,0.621,0.0045,0.141,-8.165,0.032,101.987,4
564,Daydreaming,Daydreaming,Harry Stone,2022-01-21,207973,46,0.729,0.0112,0.349,0.0128,0.0893,-11.264,0.0516,100.016,4
565,Keep Driving,Harry's House,Harry Styles,2022-05-20,140241,81,0.721,0.321,0.479,0.00156,0.182,-9.669,0.226,164.948,3
566,Easy,Easy,Harry Stone,2022-07-22,162535,39,0.496,0.581,0.546,4.63e-05,0.0951,-7.683,0.211,83.222,4
567,Daylight,Harry's House,Harry Styles,2022-05-20,164533,81,0.686,0.484,0.445,0.00144,0.175,-7.189,0.0398,145.5,3
568,como dormiste,Justice,Warner Gallup,2022-10-05,156483,21,0.369,0.921,0.00538,0.917,0.0945,-38.403,0.0725,117.857,4
569,Music For a Sushi Restaurant,Harry's House,Harry Styles,2022-05-20,193813,82,0.72,0.258,0.715,0.0568,0.107,-4.652,0.04,107.041,4
570,La Corriente,Justice,Warner Gallup,2022-10-05,163925,20,0.366,0.913,0.00459,0.941,0.1,-42.605,0.0648,140.9,4
571,Lay Down (direction),Harry Hair,lovtostylez,2022-10-25,226860,38,0.488,0.238,0.627,0.0,0.252,-8.763,0.0536,88.111,4
572,Meet Me in the Hallway,Harry Styles,Harry Styles,2017-05-12,227200,71,0.537,0.747,0.383,0.00025,0.356,-6.528,0.0247,104.252,4
573,MIDDLE OF THE NIGHT,Justice,Warner Gallup,2022-10-05,176763,20,0.431,0.83,0.0071,0.975,0.12,-37.674,0.0789,119.767,4
574,Little Freak,Harry's House,Harry Styles,2022-05-20,202183,81,0.559,0.719,0.535,0.000143,0.0954,-7.723,0.039,141.96,4
575,Daydreaming,"issues, 1",Harry Stone,2022-03-04,207973,18,0.729,0.0112,0.349,0.0128,0.0893,-11.264,0.0516,100.016,4
576,love,love,Harry Strange,2023-01-12,199813,31,0.724,0.632,0.232,2.08e-05,0.363,-11.804,0.0333,96.872,4
577,Love Of My Life,Harry's House,Harry Styles,2022-05-20,191638,80,0.555,0.669,0.536,0.0,0.0623,-8.233,0.0452,118.057,4
578,Harry Styles,Harry Styles,The Ballroom Thieves,2022-04-06,225188,11,0.681,0.437,0.466,0.0355,0.168,-9.38,0.0344,122.996,4
579,Daydreaming,Harry's House,Harry Styles,2022-05-20,187342,79,0.707,0.311,0.811,0.0152,0.131,-5.298,0.0304,113.971,4
580,Okay,Okay,Harry Strange,2021-11-12,188288,18,0.692,0.0106,0.567,0.0,0.0995,-9.386,0.0496,126.999,4
581,Fine Line,Fine Line,Harry Styles,2019-12-13,377960,79,0.306,0.172,0.347,0.00013,0.0485,-8.5,0.0334,120.996,4
582,Dream About,Dream About,Harry Strange,2021-04-02,153644,17,0.78,0.033,0.497,6.13e-05,0.105,-11.419,0.0777,107.067,4
583,candy kisses,candy kisses,Harry Taylor,2023-02-16,175058,26,0.611,0.00988,0.727,0.00974,0.0979,-6.291,0.089,170.029,4
584,Sweet Creature,Harry Styles,Harry Styles,2017-05-12,224866,76,0.427,0.746,0.262,0.0,0.068,-8.541,0.0276,104.085,4
585,"Harry Styles Has Got Great Style, Uh Huh!",Good Songs About People Who Make Good Songs Always,The Passionate & Objective Jokerfan,2012-12-02,88066,6,0.63,0.825,0.283,0.0,0.135,-11.056,0.0923,122.203,4
586,Kiwi,Harry Styles,Harry Styles,2017-05-12,176386,78,0.375,0.00064,0.93,0.0,0.318,-2.631,0.0561,147.124,4
587,harry styles,Release it,Solid Backsplash,2023-05-09,149492,20,0.525,0.534,0.299,0.882,0.137,-22.626,0.0322,129.882,4
588,Cherry,Fine Line,Harry Styles,2019-12-13,259186,75,0.53,0.615,0.512,0.00453,0.129,-9.261,0.0259,95.946,4
589,Harry Styles' Hair Style,Harry Styles' Hair Style,Emerson Niceuns,2017-09-15,161508,7,0.863,0.0834,0.756,0.00042,0.0444,-6.959,0.16,115.988,4
590,Fine Line,Babies Go Harry Styles,Sweet Little Band,2020-03-18,210866,14,0.688,0.908,0.0817,0.881,0.0793,-21.243,0.0395,119.894,4
591,"Sunflower, Vol. 6",Fine Line,Harry Styles,2019-12-13,221826,74,0.566,0.000564,0.846,0.000795,0.121,-6.904,0.035,160.02,4
592,Merry Christmas Everyone,Merry Christmas Everyone,Harry Stone,2022-11-11,145655,7,0.516,0.584,0.419,0.0,0.0838,-8.418,0.0263,81.849,4
593,Canyon Moon,Fine Line,Harry Styles,2019-12-13,189786,73,0.603,0.328,0.621,3.49e-05,0.119,-7.14,0.0267,94.022,4
594,Harry Estigado,Pra Curtir,Harry Estigado,2023-05-06,154511,3,0.775,0.654,0.886,0.0,0.119,-2.994,0.0448,118.087,4
595,From the Dining Table,Harry Styles,Harry Styles,2017-05-12,211960,74,0.671,0.804,0.156,0.0518,0.113,-16.288,0.0371,94.08,4
596,Man I Was Today,One Life Ain't Enough,Styles Haury,2022-01-28,231786,3,0.55,0.136,0.624,0.0,0.103,-7.823,0.0318,139.816,4
597,She,Fine Line,Harry Styles,2019-12-13,362653,75,0.535,0.000532,0.521,0.371,0.19,-5.942,0.0272,140.026,3
598,HARRY STYLES,HARRY STYLES,ckdg,2022-09-09,203650,0,0.586,0.0255,0.543,0.00779,0.117,-9.399,0.309,82.004,4
599,Sign of the Times,Acoustic Guitar Renditions of Harry Styles,Acoustic Heartstrings,2021-03-19,314299,9,0.793,0.891,0.146,0.637,0.101,-18.878,0.0478,106.963,4
600,I'm Good (Blue),I'm Good (Blue),David Guetta,2022-08-26,175238,94,0.561,0.00383,0.965,7.07e-06,0.371,-3.673,0.0343,128.04,4
601,Baby Don't Hurt Me,Baby Don't Hurt Me,David Guetta,2023-04-06,140017,91,0.602,0.00126,0.91,0.000174,0.12,-3.404,0.0308,127.944,4
602,Memories (feat. Kid Cudi),One Love (Deluxe),David Guetta,2009-08-21,210093,70,0.561,0.0015,0.87,2.82e-06,0.246,-6.103,0.343,129.98,4
603,Titanium (feat. Sia),Nothing but the Beat 2.0,David Guetta,2011-08-24,245040,72,0.604,0.0678,0.788,0.153,0.127,-3.673,0.103,126.06,4
604,Club Can't Handle Me (feat. David Guetta),Only One Flo (Part 1),Flo Rida,2010-11-24,234560,78,0.616,0.0283,0.869,0.0,0.064,-3.911,0.0327,127.966,4
605,I’m Good (Blue),Top Pop Global Hits Internacionais,Various Artists,2023-05-19,175238,5,0.561,0.00383,0.965,7.07e-06,0.371,-3.673,0.0343,128.04,4
606,Turn Me On (feat. Nicki Minaj),Nothing but the Beat 2.0,David Guetta,2011-08-24,199680,61,0.705,0.0488,0.794,0.0,0.575,-2.266,0.0593,127.961,4
607,Crazy What Love Can Do,Crazy What Love Can Do,David Guetta,2022-04-08,169756,82,0.601,0.0282,0.713,0.0,0.158,-3.758,0.0449,122.872,4
608,I’m Good (Blue),Vatertag Bollerwagen Party Hits,Various Artists,2023-05-17,175238,5,0.561,0.00383,0.965,7.07e-06,0.371,-3.673,0.0343,128.04,4
609,Where Them Girls At (feat. Nicki Minaj & Flo Rida),Nothing but the Beat,David Guetta,2011-08-30,213480,43,0.656,0.037,0.863,0.0,0.0989,-3.238,0.0412,129.847,4
610,Titanium (feat. Sia),Nothing but the Beat,David Guetta,2011-08-31,245040,61,0.604,0.0678,0.788,0.153,0.127,-3.673,0.103,126.06,4
611,Remember,Remember,Becky Hill,2021-06-18,160766,79,0.612,0.041,0.862,0.0,0.0907,-2.903,0.037,123.849,4
612,Sexy Bitch (feat. Akon),One Love (Deluxe),David Guetta,2009-08-21,195853,69,0.813,0.0771,0.627,0.000616,0.131,-5.018,0.0486,130.011,4
613,Bad (feat. Vassy) - Radio Edit,Listen (Deluxe),David Guetta,2014-11-24,170625,54,0.614,0.00125,0.972,0.0186,0.328,-3.927,0.088,127.966,4
614,Love Tonight (David Guetta Remix Edit),Love Tonight (David Guetta Remix),Shouse,2021-06-11,158095,81,0.621,0.015,0.989,0.357,0.184,-4.225,0.0434,126.002,4
615,Without You (feat. Usher),Nothing but the Beat,David Guetta,2011-08-31,208133,51,0.608,0.227,0.614,3.82e-06,0.157,-3.727,0.0285,127.885,4
616,Dangerous (feat. Sam Martin),Listen (Deluxe),David Guetta,2014-11-24,203641,50,0.466,0.417,0.747,9.76e-06,0.107,-4.838,0.0795,92.161,4
617,Heartbreak Anthem (with David Guetta & Little Mix),Heartbreak Anthem (with David Guetta & Little Mix),Galantis,2021-05-20,183725,78,0.595,0.216,0.784,0.0,0.0608,-4.878,0.102,124.111,4
618,Crazy What Love Can Do - James Carter Remix,Crazy What Love Can Do (Remixes),David Guetta,2022-07-07,145409,63,0.728,0.00923,0.838,0.000531,0.114,-7.067,0.0511,123.07,4
619,Play Hard (feat. Ne-Yo & Akon),Nothing but the Beat 2.0,David Guetta,2011-08-24,201000,62,0.691,0.174,0.921,0.0,0.331,-1.702,0.0535,130.072,4
620,Crazy What Love Can (with Becky Hill & Ella Henderson) - David Guetta & James Hype Remix,Crazy What Love Can (with Becky Hill & Ella Henderson) [David Guetta & James Hype Remix],David Guetta,2022-07-07,160563,57,0.697,0.257,0.914,0.416,0.166,-5.394,0.0411,126.004,4
621,Be My Lover (feat. La Bouche) - 2023 Mix,Be My Lover (feat. La Bouche) [2023 Mix],Hypaton,2023-04-21,169523,79,0.589,0.0347,0.973,0.000945,0.45,-5.317,0.0426,126.003,4
622,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",Listen (Deluxe),David Guetta,2014-11-24,192560,64,0.596,0.24,0.73,0.0,0.325,-4.091,0.151,85.979,4
623,Love Don't Let Me Go,Just a Little More Love,David Guetta,2002-05-20,216893,58,0.593,7.37e-05,0.836,0.0,0.117,-4.774,0.0463,127.087,4
624,Crazy What Love Can Do,Party Till Sunrise,David Guetta,2023-05-24,169756,44,0.601,0.0282,0.713,0.0,0.158,-3.758,0.0449,122.872,4
625,Bad (feat. Vassy) - Radio Edit,Bad (feat. Vassy) [Radio Edit],David Guetta,2014-04-06,170625,66,0.614,0.00125,0.972,0.0186,0.328,-3.927,0.088,127.966,4
626,Titanium - David Guetta,Electric Air,Eklipse,2013-09-03,226626,43,0.541,0.789,0.333,0.463,0.153,-8.56,0.0339,124.008,4
627,Without You,Party Till Sunrise,David Guetta,2023-05-24,208133,42,0.608,0.227,0.614,3.82e-06,0.157,-3.727,0.0285,127.885,4
628,Sunshine,Nothing but the Beat - The Electronic Album,David Guetta,2011-08-24,360960,44,0.584,0.000556,0.802,0.934,0.0415,-5.063,0.0436,128.019,4
629,Who's That Chick?,Party Till Sunrise,David Guetta,2023-05-24,201040,42,0.675,0.00377,0.602,0.0,0.0458,-4.733,0.116,127.938,4
630,Gettin' Over You (feat. Fergie & LMFAO),One Love (Deluxe),David Guetta,2009-08-21,188000,52,0.615,0.178,0.913,0.0,0.0773,-5.077,0.0816,129.944,4
631,Element,Episode 2,David Guetta,2022-11-04,120000,43,0.73,0.024,0.941,0.527,0.123,-6.211,0.14,128.171,4
632,Play Hard,Party Till Sunrise,David Guetta,2023-05-24,201000,41,0.691,0.174,0.921,0.0,0.331,-1.702,0.0535,130.072,4
633,Shot Me Down (feat. Skylar Grey) - Radio Edit,Shot Me Down (feat. Skylar Grey),David Guetta,2014-01-27,191412,58,0.347,0.0597,0.772,0.0333,0.115,-4.359,0.0549,192.118,3
634,Element,Element,David Guetta,2022-10-21,120000,58,0.73,0.024,0.941,0.527,0.123,-6.211,0.14,128.171,4
635,Gettin' over You,Party Till Sunrise,David Guetta,2023-05-24,188000,41,0.615,0.178,0.913,0.0,0.0773,-5.077,0.0816,129.944,4
636,"Trampoline (feat. Missy Elliott, BIA and Doechii)","Trampoline (feat. Missy Elliott, BIA and Doechii)",David Guetta,2022-03-03,144796,46,0.911,0.0186,0.513,0.0,0.109,-4.968,0.151,103.998,4
637,Stay (Don't Go Away),Party Till Sunrise,David Guetta,2023-05-24,185942,40,0.669,0.259,0.797,0.0,0.199,-5.68,0.0623,119.872,4
638,Love Don't Let Me Go (Walking Away) - David Guetta & Joachim Garraud's F*** Me I'm Famous Mix,DJ Ricardo! pres. Out Anthems 2,Various Artists,2007-05-22,271000,29,0.715,0.0184,0.632,0.0196,0.272,-9.97,0.0385,128.355,4
639,Permanence,Permanence,David Guetta,2022-01-07,231290,54,0.32,0.0564,0.799,0.584,0.31,-10.464,0.389,165.492,3
640,Lost In The Rhythm,Lost In The Rhythm,David Guetta,2023-05-26,170880,35,0.55,0.0069,0.99,0.893,0.205,-4.901,0.0865,124.829,4
641,Who's That Chick? (feat. Rihanna),Who's That Chick?,David Guetta,2010-12-06,201040,60,0.675,0.00372,0.601,0.0,0.0458,-4.733,0.116,127.938,4
642,Bad (feat. Vassy) - Radio Edit,Listen Again,David Guetta,2015-11-27,170625,46,0.614,0.00125,0.972,0.0186,0.328,-3.927,0.088,127.966,4
643,Remember (with David Guetta),Only Honest On The Weekend,Becky Hill,2021-08-27,161386,72,0.626,0.0682,0.864,0.0,0.087,-3.12,0.0378,123.833,4
644,Sexy Bitch (feat. Akon),One More Love,David Guetta,2010-11-22,195853,62,0.813,0.0771,0.627,0.000616,0.131,-5.018,0.0486,130.011,4
