created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Fri Oct 13 18:55:58 +0000 2023;1712905031031443872;"🎥 Kualitas permainan calon lawan timnas Indonesia di Piala Asia 2024, bulan Januari nanti 🔥🥶 https://t.co/oB4yNIa70L";76;371;195;2673;in;1222927522033094656;1712905031031443872;idextratime;https://twitter.com/idextratime/status/1712905031031443872
Fri Oct 13 00:34:37 +0000 2023;1712627869376274537;"🇮🇩 Satu kaki timnas Indonesia sudah berada di putaran selanjutnya, Kualifikasi R2 Piala Dunia 2026 setelah kemenangan telak 6-0 atas 🇧🇳Brunei Darussalam pada Leg 1 Kualifikasi R1 (12/10)  ✅️ Pada Kualifikasi R2, timnas Indonesia sudah ditunggu 🇮🇶Irak, 🇻🇳Vietnam, dan 🇵🇭Filipina… https://t.co/FUu21NpAJZ";56;320;742;3548;in;811427632336146433;1712627869376274537;Indostransfer;https://twitter.com/Indostransfer/status/1712627869376274537
Thu Oct 12 14:35:37 +0000 2023;1712477122818986451;"[BUAT YANG KETINGGALAN] ⚠️  Berikut cuplikan setengah lusin gol timnas Indonesia ke gawang Brunei Darussalam, pada Kualifikasi Piala Dunia 2026 babak pertama!  Dimas Drajad cetak hattrick, hingga Ramadhan Sananta sukses menjadi inspirasi di babak kedua. 🔥 https://t.co/Omv7mJwFUQ";21;90;463;3896;in;1156756781596495872;1712477122818986451;registaco;https://twitter.com/registaco/status/1712477122818986451
Thu Oct 12 14:10:32 +0000 2023;1712470813012873241;"Pemain Swansea City, Nathan Tjoe, nonton laga Timnas Indonesia vs Brunei di GBK. https://t.co/ZaVqFKBOA5";26;84;151;2654;in;110109093;1712470813012873241;indosupporter;https://twitter.com/indosupporter/status/1712470813012873241
Thu Oct 12 13:59:54 +0000 2023;1712468135461421339;"Setelah menari-nari di kotak penalti, Dimas Drajad sukses mencetak hattrick dan menambah keunggulan Indonesia menjadi 6-0.  #KitaGaruda #BersamaGaruda #GarudaMendunia #TimnasDay https://t.co/8Yj3DKjis7";40;81;271;1760;in;1678973209172152320;1712468135461421339;TimnasIndonesia;https://twitter.com/TimnasIndonesia/status/1712468135461421339
Thu Oct 12 13:58:33 +0000 2023;1712467796519776462;"Twit apresiasi untuk pencetak hat-trick malam ini, DIMAS DRAJAD. 🇮🇩👏👏  📸 @TimnasIndonesia https://t.co/ddqWbabSwD";43;205;440;5248;in;1222927522033094656;1712467796519776462;idextratime;https://twitter.com/idextratime/status/1712467796519776462
Thu Oct 12 13:56:29 +0000 2023;1712467277965377736;"#WCQualification FT : Indonesia 6-0 Brunei  ⚽ Dimas Drajad 7' 72' 90+1' ⚽ Rizky Ridho 12' ⚽ Ramadhan Sananta 62' 67' (P)  Mantap setengah lusin.. 🇮🇩  📸 @TimnasIndonesia https://t.co/0YXqCKPZ6s";141;416;610;3529;in;1222927522033094656;1712467277965377736;idextratime;https://twitter.com/idextratime/status/1712467277965377736
Thu Oct 12 13:55:47 +0000 2023;1712467101490065725;"Di saat semua pemain U19 eranya yang disebut akan menjadi generasi emas telah habis satu-satu dan tidak ada menembus tim nasional, Dimas Drajad tampil sebagai cahaya terakhir.  Tumpuan Timnas Indonesia, ujung tombak, si nomor 9 murni. Hattrick hari ini adalah bukti 🔥 https://t.co/yGhwd1xOBh";9;91;135;2374;in;1392892878314119170;1712467101490065725;The_RedsIndo;https://twitter.com/The_RedsIndo/status/1712467101490065725
Thu Oct 12 06:07:08 +0000 2023;1712349162103341213;"Hari ini, perjalanan Timnas Indonesia menuju Piala Dunia 2026 akan dimulai! 🇮🇩  Indonesia akan menggunakan patch FIFA World Cup 2026 di lengan malam hari ini! 😍 https://t.co/3jIUmA0ue5";42;119;357;5102;in;1222927522033094656;1712349162103341213;idextratime;https://twitter.com/idextratime/status/1712349162103341213
Thu Oct 12 03:57:17 +0000 2023;1712316481047011713;"Dicengin pemain timnas futsal Afghanistan.. 😭 https://t.co/8qyiOZ0qr3";77;446;186;3703;in;1222927522033094656;1712316481047011713;idextratime;https://twitter.com/idextratime/status/1712316481047011713
Wed Oct 11 11:18:01 +0000 2023;1712065008245608935;"🚨🇮🇩 𝐁𝐑𝐄𝐀𝐊𝐈𝐍𝐆: Shin Tae-yong Pastikan 2 Pemain Timnas Indonesia Absen vs Brunei Darussalam!  Pemain yang dimaksud adalah,  • Rafael Struick (Cedera) • Marselino Ferdinan (Cedera)  📝@BolaNusantaraID  📸@TimnasIndonesia https://t.co/FrtZdsJHzD";94;105;85;2093;in;1316071146;1712065008245608935;FaktaSepakbola;https://twitter.com/FaktaSepakbola/status/1712065008245608935
Tue Oct 10 23:37:17 +0000 2023;1711888664584941591;"🚨 Brahim Díaz telah memilih bermain untuk timnas Maroko, terlepas membela timnas Spanyol saat masih junior. 🇲🇦  Kini Díaz tinggal menunggu penyelesaian berkas administrasi. Real Madrid akan kehilangan Díaz saat Piala Afrika pada bulan Januari-Februari 2024. 🌍  📰: @marca https://t.co/q3or6w9CGk";29;122;169;3942;in;1222927522033094656;1711888664584941591;idextratime;https://twitter.com/idextratime/status/1711888664584941591
Mon Oct 09 14:40:53 +0000 2023;1711391285733695627;"GOKILL! 🇮🇩 Perjuangan luar biasa dari timnas futsal Indonesia, sempat tertinggal 5-1, Indonesia terus mencoba mengejar. Dan akhirnya skor berakhir imbang 7-7!! Lumayan bisa dapat poin cuyy...  Laga terakhir kualifikasi, Indonesia akan ketemu tuan rumah Arab Saudi (11 Oktober).… https://t.co/w7hdxXRFWX";127;293;755;7437;in;1316071146;1711391285733695627;FaktaSepakbola;https://twitter.com/FaktaSepakbola/status/1711391285733695627
Mon Oct 09 14:06:14 +0000 2023;1711382567260422534;"STY KESAL! 😤  Shin Tae-yong menumpahkan rasa kesalnya pada latihan perdana timnas Indonesia jelang melawan Brunei Darussalam. Ia marah karena ada sejumlah pemain yang telat datang ke agenda tersebut!  "Karena ada beberapa pemain yang terlambat datang ke TC [pemusatan latihan]… https://t.co/sawyAui34n";235;548;603;5913;in;27197792;1711382567260422534;GOAL_ID;https://twitter.com/GOAL_ID/status/1711382567260422534
Sun Oct 08 12:46:30 +0000 2023;1711000113064362192;"🎥 Momen saat Hansi Flick mengamuk di ruang ganti timnas Jerman ketika mereka hanya unggul 1-0 dari Kosta Rika di Piala Dunia 2022 kemarin. 🔥😳  Untungnya timnas Jerman berhasil menang dengan skor 4-2, meski sempat tertinggal 1-2 di babak kedua. 😮‍💨 https://t.co/2xFSVJUt5e";38;91;242;1693;in;1222927522033094656;1711000113064362192;idextratime;https://twitter.com/idextratime/status/1711000113064362192
Sat Oct 07 14:42:10 +0000 2023;1710666834968814032;"Selusin! Timnas Indonesia berhasil menang 12-0 lawan Macau di kualifikasi AFC Futsal Asian Cup 2024. Modal yang bagus. Laga selanjutnya Indonesia akan bertemu Afghanistan dan Arab Saudi.  Gede bener skor nya, kayak skor futsal https://t.co/MTPrxCrC8k";16;63;182;2718;in;1316071146;1710666834968814032;FaktaSepakbola;https://twitter.com/FaktaSepakbola/status/1710666834968814032
Fri Oct 06 14:17:21 +0000 2023;1710298201549402393;"Dibandingkan sebelum-sebelumnya, sekarang lebih antusias nonton Timnas Indonesia main daripada nonton Liga.  Ada yang sama? https://t.co/85SUmguJja";101;400;341;4204;in;110109093;1710298201549402393;indosupporter;https://twitter.com/indosupporter/status/1710298201549402393
Tue Sep 26 07:38:40 +0000 2023;1706573991933247903;"Teman-teman pecinta voli, mari kita doakan Timnas kita (meskipun tidak disiarkan) tengah bertanding melawan Korea Selatan. Jika kita menang, Indonesia berada di peringkat ke-7 Asia. Kita punya potensi untuk menang *SBY*";164;322;507;3741;in;1307120064;1706573991933247903;SBYudhoyono;https://twitter.com/SBYudhoyono/status/1706573991933247903
Tue Sep 26 04:58:31 +0000 2023;1706533689025560706;"🚨🇮🇩🇰🇷 𝐁𝐑𝐄𝐀𝐊𝐈𝐍𝐆: Pratama Arhan menuju Korea?  Per @KORFootballNews, Suwon FC (Tier 1 / K League 1) akan menandatangani bek Timnas Indonesia, Pratama Arhan dari Tokyo Verdy pada Bursa Transfer bulan Januari mendatang.   📝Sports Chosun https://t.co/zt2Ja2YmXL";115;198;426;4920;in;1316071146;1706533689025560706;FaktaSepakbola;https://twitter.com/FaktaSepakbola/status/1706533689025560706
Thu Sep 21 14:08:35 +0000 2023;1704860177009401946;"SEBUAH ATURAN ANEH!   Seharusnya Timnas Kriket Putri Indonesia bertanding melawan Pakistan di perempat final Asian Games 2022.  Tetapi pertandingan batal karena hujan deras. Pertandingan dianggap tak ada hasil. Akhirnya, penyelenggara memutuskan Pakistan melaju ke semifinal krn… https://t.co/Lyqz4OGR4b";289;508;962;4161;in;132276059;1704860177009401946;ainurohman;https://twitter.com/ainurohman/status/1704860177009401946
Tue Sep 19 13:32:00 +0000 2023;1704126194571194562;"Berawal dari serangan balik, Hugo Samir sukses menciptakan gol kedua untuk Indonesia.  Terus melaju, Garuda! 🦅🇮🇩  #KitaGaruda #TimnasDay #GarudaMendunia https://t.co/WfoCfbDvz3";134;182;868;6281;in;1678973209172152320;1704126194571194562;TimnasIndonesia;https://twitter.com/TimnasIndonesia/status/1704126194571194562
Tue Sep 19 13:06:37 +0000 2023;1704119807912865947;"Tendangan Ramai Rumakiek dari luar kotak penalti sukses memberikan gol pertama untuk Indonesia.  Terus melaju, Garuda! ✊🇮🇩  #KitaGaruda #TimnasDay #GarudaMendunia https://t.co/PWukaBz4DT";49;54;654;4527;in;1678973209172152320;1704119807912865947;TimnasIndonesia;https://twitter.com/TimnasIndonesia/status/1704119807912865947
Thu Sep 14 01:25:36 +0000 2023;1702131449795916144;"Sampai sekarang masih gak percaya bahwa coach 🇰🇷STY pernah bicara di podcast Close The Door (2022), alasan beliau memilih Timnas 🇮🇩Indonesia dibandingkan tawaran menggiurkan dari klub Liga Korsel atau Liga China.   STY berujar bahwa setiap individu harus punya cita-cita &amp  masa… https://t.co/TtreZ2Wfcj";60;257;857;6147;in;143446480;1702131449795916144;labiebsadat;https://twitter.com/labiebsadat/status/1702131449795916144
Wed Sep 13 10:55:05 +0000 2023;1701912378596888745;"📊🇮🇩Marselino Fedinan menjadi satu-satunya pemain yang Cetak Gol dan loloskan Timnas Indonesia ke 4 Piala Asia yang berbeda!  • Kualifikasi Piala Asia U-16 2020 = 7 Gol ✅ • Kualifikasi Piala Asia U-20 2023 = 3 Gol ✅ • Kualifikasi Piala Asia 2024 = 2 Gol ✅ • Kualifikasi… https://t.co/LK8MkvJu27";61;119;581;5417;in;1316071146;1701912378596888745;FaktaSepakbola;https://twitter.com/FaktaSepakbola/status/1701912378596888745
Wed Sep 13 09:52:56 +0000 2023;1701896735315099943;"Timnas Indonesia tadi malam itu menang karena settingan,  Nih lihat Jan Ethes Srinarendra malah main PES  “Kotak kotak kotak, ojo segitiga! Opo meneh bunder.” https://t.co/s6hr7nCMXU";181;250;1100;7855;in;2794327166;1701896735315099943;MafiaWasit;https://twitter.com/MafiaWasit/status/1701896735315099943
Wed Sep 13 01:06:17 +0000 2023;1701764202262851769;"✅ RESMI: 16 tim yg akan mengikuti Piala Asia U23 2024! 🇮🇩  Timnas Indonesia tergabung di Pot 4.  Untuk fase grup, Indonesia akan berhadapan dgn satu tim dari Pot 1, satu tim dari Pot 2, dan satu tim dari Pot 3.  Kira-kira Indonesia akan satu grup dengan siapa?  Tanggal drawing… https://t.co/BWVylLOMOv";132;859;481;4672;in;1316071146;1701764202262851769;FaktaSepakbola;https://twitter.com/FaktaSepakbola/status/1701764202262851769
Tue Sep 12 15:30:28 +0000 2023;1701619292830306652;"Apresiasi untuk pemain dan seluruh staf pelatih timnas Indonesia U-23. 🇮🇩👏👏 https://t.co/SjUa9e7xba";32;80;728;5952;in;1222927522033094656;1701619292830306652;idextratime;https://twitter.com/idextratime/status/1701619292830306652
Tue Sep 12 14:53:06 +0000 2023;1701609889074999323;"Siapa pernah menyangka timnas Indonesia lolos Piala Asia? Rasanya sulit dan hanya menjadi mimpi semata. Tapi, di tangan Shin Tae-yong, semuanya berbalik menjadi nyata.  Mulai dari kelompok umur U-20, U-23, dan timnas senior berhasil dibawa lolos ke Piala Asia oleh STY.  Hormat! https://t.co/O1l7GI1TGM";49;112;588;5635;in;1156756781596495872;1701609889074999323;registaco;https://twitter.com/registaco/status/1701609889074999323
Tue Sep 12 14:36:56 +0000 2023;1701605819857674338;"Dari bangku penonton menyaksikan Timnas Indonesia cetak sejarah baru 🇮🇩  Selamat bertanding di Piala Asia U-23, Garuda! 🦅 https://t.co/Yj2btULizR";33;228;347;5160;in;43088704;1701605819857674338;erickthohir;https://twitter.com/erickthohir/status/1701605819857674338
Tue Sep 12 14:29:57 +0000 2023;1701604064004599940;"SHIN TAE-YONG  🇰🇷🇮🇩  Menjadi pelatih pertama dalam sejarah yang membawa Timnas #Indonesia lolos ke tiga putaran final Piala Asia! 👏🫰  ✅ Piala Asia U20 2023 ✅ Piala Asia U23 2024 ✅ Piala Asia 2024  Hormat, Coach! 🫡🫡🫡 https://t.co/ifTYEz5zN6";50;107;624;4644;in;27197792;1701604064004599940;GOAL_ID;https://twitter.com/GOAL_ID/status/1701604064004599940
Tue Sep 12 14:15:28 +0000 2023;1701600418856661288;"Twit apresiasi untuk proses yang dibangun Shin Tae-Yong bagi timnas Indonesia. 🇮🇩🫡 https://t.co/KeayvR7Nc2";83;284;941;7937;in;1222927522033094656;1701600418856661288;idextratime;https://twitter.com/idextratime/status/1701600418856661288
Tue Sep 12 14:12:38 +0000 2023;1701599703341891791;"Sundulan Arhan di menit-menit akhir menjadi gol penutup untuk Indonesia! ♥  🎥: RCTI  #KitaGaruda #TimnasDay https://t.co/yTJdnGLXZB";229;137;839;5607;in;1678973209172152320;1701599703341891791;TimnasIndonesia;https://twitter.com/TimnasIndonesia/status/1701599703341891791
Tue Sep 12 13:55:26 +0000 2023;1701595376468525458;"🇮🇩🇰🇷 Coach Shin Tae-yong menjadi pelatih pertama dalam sejarah Timnas Indonesia yang dapat meloloskan 3 Timnas sekaligus ke putaran Final Piala Asia.  • Timnas Senior ✅ • Timnas U-23 ✅ • Timnas U-20 ✅  Angkat topi setinggi-tingginya!👏🤩  #TimnasDay https://t.co/SpL8Kc4VSI";663;827;4544;19196;in;1316071146;1701595376468525458;FaktaSepakbola;https://twitter.com/FaktaSepakbola/status/1701595376468525458
Tue Sep 12 13:54:59 +0000 2023;1701595261414560239;"This man is something else for Indonesia NT! 🔥  Masih muda, punya visi dan kemampuan scanning yang amat baik. Tipikal jangkar yang lebih dari apa yang bisa kita impikan untuk Timnas Indonesia.  Ingat namanya dan harapkan dia untuk karir yang lebih cemerlang kedepan  Ivar Jenner. https://t.co/7PvuA4LrzH";82;234;659;6719;in;1392892878314119170;1701595261414560239;The_RedsIndo;https://twitter.com/The_RedsIndo/status/1701595261414560239
Tue Sep 12 13:54:36 +0000 2023;1701595168514949341;"SEJARAH 🇮🇩 UNTUK PERTAMA KALINYA dalam sejarah, Timnas Indonesia U-23 lolos ke putaran final Piala Asia. 😭✊ https://t.co/XG51w26u7u";535;673;4683;30668;in;1222927522033094656;1701595168514949341;idextratime;https://twitter.com/idextratime/status/1701595168514949341
Tue Sep 12 12:50:29 +0000 2023;1701579032473845898;"Tendangan jarak jauh Ivar membentur pemain lawan dan berbuah menjadi gol perdana untuk Indonesia! ♥  #KitaGaruda #TimnasDay https://t.co/j8NxpxGrhc";171;139;1112;6937;in;1678973209172152320;1701579032473845898;TimnasIndonesia;https://twitter.com/TimnasIndonesia/status/1701579032473845898
Tue Sep 12 10:45:30 +0000 2023;1701547576615465164;"✅𝐑𝐄𝐒𝐌𝐈  🇮🇩🇧🇳Timnas Indonesia akan melawan Brunei Darussalam di Stadion Utama Gelora Bung Karno dalam ajang Kualifikasi Piala Dunia 2026 R1 Leg 1. (12 Oktober 2023)  Sedangkan Leg 2 akan dimainkan di Sultan Hassanal Bolkiah Stadium, Brunei. (17 Okt 2023)  📸 IG: fakhri_nur24 https://t.co/M1JI6crzfG";54;130;440;4630;in;1316071146;1701547576615465164;FaktaSepakbola;https://twitter.com/FaktaSepakbola/status/1701547576615465164
Tue Sep 12 07:58:57 +0000 2023;1701505663393058977;"📊🇮🇩🇰🇷Ranking FIFA Timnas Indonesia dibawah Coach Shin Tae-yong:  • September 2021 : 175 • Oktober 2021 : 165 • Agustus 2022 : 155 • Juli 2023 : 150 • September 2023 : 147  Dalam waktu 2 tahun, Coach STY membawa Indonesia naik +28 peringkat. Trust the process!👏🥶 https://t.co/x6N1TnzqHv";99;360;1568;13221;in;1316071146;1701505663393058977;FaktaSepakbola;https://twitter.com/FaktaSepakbola/status/1701505663393058977
Mon Sep 11 14:24:06 +0000 2023;1701240203338195085;"🇮🇩🔥 Skenario Timnas U-23 Indonesia ke Piala Asia U-23 2024! 🔥🇮🇩  1. Menang = Melaju ke putaran final dengan mulus sebagai Juara grup. 2. Imbang = Tetap lolos ke putaran Final sebagai Juara grup. 3. Kalah = Masih punya peluang besar lolos sebagai Runner-up terbaik.  TUNTASKAN!🇮🇩 https://t.co/DSBriMB8ja";37;126;467;7342;in;1316071146;1701240203338195085;FaktaSepakbola;https://twitter.com/FaktaSepakbola/status/1701240203338195085
Mon Sep 11 09:38:31 +0000 2023;1701168331435528589;"Timnas Indonesia kini telah memiliki 1.052,87 poin dan berada di peringkat 147 FIFA. Jika dilihat satu tahun lalu, Shin Tae Yong telah berhasil membawa timnas naik 28 peringkat.  Ketum pernah bilang bahwa 2045 targetnya masuk ranking 45, gimana tanggapan kalian lob? https://t.co/ZQQrCiuDgA";44;201;410;4470;in;141161798;1701168331435528589;Bolalob;https://twitter.com/Bolalob/status/1701168331435528589
Sun Sep 10 08:56:09 +0000 2023;1700795284039803020;"Postingan Selfie Coach Shin Tae-yong di Instagram:  “Timnas Indonesia U-23 sedang memiliki waktu yang menyenangkan.”  📸😅🇮🇩🇰🇷 https://t.co/6QXQVGfXzQ";311;299;919;15129;in;1316071146;1700795284039803020;FaktaSepakbola;https://twitter.com/FaktaSepakbola/status/1700795284039803020
Sun Sep 10 04:05:04 +0000 2023;1700722031812382912;"Timnas Indonesia merayakan ulang tahun Marselino Ferdinan yang ke-19 setelah pertandingan melawan China Taipei.🇮🇩  Para pemain juga terlihat berjoget dengan gaya ciri khas-nya masing-masing.😂😅  Dancenya Marselino Ferdinan, Elkan Baggot &amp  Rafael Struick, dan Ivar Jenner😭😅 https://t.co/DiS8oAMwv7";177;186;1256;9252;in;1316071146;1700722031812382912;FaktaSepakbola;https://twitter.com/FaktaSepakbola/status/1700722031812382912
Sun Sep 10 01:08:35 +0000 2023;1700677618251809130;"Shin Tae Yong mengaku puas dengan penampilan yang ditunjukkan para pemain Timnas Indonesia U-23 setelah menang 9-0 atas China Taipei. Coach STY menyebut sepak bola Indonesia sudah berkembang.  Shin Tae Yong:  🗣"Saya ingin memberikan tepuk tangan kepada para pemain atas kerja… https://t.co/gvvnVBmWXS";17;90;276;4985;in;756534156;1700677618251809130;SiaranBolaLive;https://twitter.com/SiaranBolaLive/status/1700677618251809130
Sat Sep 09 14:26:42 +0000 2023;1700516082463998072;"2 hari beruntun, 2 kemenangan bareng Shin Tae-yong bersama timnas Indonesia senior &amp  timnas Indonesia U23 🔥  Dua-duanya clean sheet. Good job Timnas! 🇮🇩  #TimnasDay https://t.co/WNp56e8uj4";117;312;1107;13480;in;1316071146;1700516082463998072;FaktaSepakbola;https://twitter.com/FaktaSepakbola/status/1700516082463998072
Sat Sep 09 13:03:12 +0000 2023;1700495068191432758;"Ini timnas Indonesia apa Manchester City kok keren banget mainnya 🔥🤩 https://t.co/zCr8TZDfsh";63;129;370;4696;in;1222927522033094656;1700495068191432758;idextratime;https://twitter.com/idextratime/status/1700495068191432758
Sat Sep 09 12:45:24 +0000 2023;1700490587571634454;"Kerjasama apik antara Witan, Marselino, dan Rafael berbuah gol ketiga untuk Timnas U-23 Indonesia.  #KitaGaruda #TimnasDay #GarudaMendunia https://t.co/gFGbgnEwed";147;80;638;4752;in;1678973209172152320;1700490587571634454;TimnasIndonesia;https://twitter.com/TimnasIndonesia/status/1700490587571634454
Sat Sep 09 12:26:40 +0000 2023;1700485873236889711;"Tendangan bebas Marselino menjadi gol pembuka untuk Indonesia! ♥🇮🇩  #KitaGaruda #TimnasDay https://t.co/5y2fti0DQ2";130;93;762;6763;in;1678973209172152320;1700485873236889711;TimnasIndonesia;https://twitter.com/TimnasIndonesia/status/1700485873236889711
Sat Sep 09 11:34:34 +0000 2023;1700472764296278057;"🇮🇩🇰🇷Tweet Apresiasi kepada Coach Shin Tae-yong atas keputusannya untuk “memotong generasi” Timnas Indonesia karena tindakan berani-nya ini memberikan kesempatan kepada pemain muda untuk berkembang, menyegarkan timnas, dan membawa visi jangka panjang yang dapat menghasilkan hasil… https://t.co/UV5WGdVNsM";73;280;1622;12759;in;1316071146;1700472764296278057;FaktaSepakbola;https://twitter.com/FaktaSepakbola/status/1700472764296278057
Fri Sep 08 13:34:13 +0000 2023;1700140485942141335;"Tendangan jarak jauh Dendy dari luar kotak penalti sukses memberikan gol pertama untuk Indonesia.  Skor sementara Indonesia 1-0 Turkmenistan  #KitaGaruda #TimnasDay #GarudaMendunia #TimnasReels #BoladiReels https://t.co/ggjS2fjaFe";234;503;1347;9653;in;1678973209172152320;1700140485942141335;TimnasIndonesia;https://twitter.com/TimnasIndonesia/status/1700140485942141335
Sat Sep 02 13:34:18 +0000 2023;1697966181419000006;"Eks Pelatih Fisik Timnas Indonesia, Lee Jae-hong resmi ditunjuk menjadi pelatih fisik Korea Selatan senior. Selamat coach👍🇰🇷 https://t.co/DbgPHE175p";5;33;161;4705;in;1089010123;1697966181419000006;UpdateBolabola;https://twitter.com/UpdateBolabola/status/1697966181419000006
Wed Aug 30 08:35:44 +0000 2023;1696803880955437445;"Shin Tae Yong Heran JIS Belum Bisa Digunakan Timnas Indonesia https://t.co/qTVS8tDU6d";124;572;726;3490;in;17128975;1696803880955437445;CNNIndonesia;https://twitter.com/CNNIndonesia/status/1696803880955437445
Mon Aug 28 13:17:06 +0000 2023;1696149912113868871;"Prestasi Timnas Bulu Tangkis Indonesia dalam 5 Bulan Terakhir  April  Orleans Masters, 0 gelar   Mei  Malaysia Masters, 0 gelar  Thailand Open, 0 gelar   Juni Singapore Open, 1 gelar (Anthony Ginting)  Indonesia Open (0 gelar) Taipei Open, 1 gelar (Chico Aura Dwi Wardoyo)   Juli…";361;915;959;4241;in;132276059;1696149912113868871;ainurohman;https://twitter.com/ainurohman/status/1696149912113868871
Sat Aug 26 16:11:04 +0000 2023;1695468914157973810;"STY beneran marah, kesal dan mungkin sangat heran dengan wasit-wasit AFF yg selalu kemusuhan dan selalu curangi Timnas kita.  TERIMAKASIH STY. TERIMAKASIH TIMNAS  #AFFU23  JANGAN SEDIH, KITA KALAH TERHORMAT. You did very well, guys #TimnasDay #TimnasIndonesia https://t.co/iucO2LTSZY";37;103;512;5744;in;1349605641787109377;1695468914157973810;sunflogalaxy;https://twitter.com/sunflogalaxy/status/1695468914157973810
Sat Aug 26 16:00:37 +0000 2023;1695466284736205297;"Terima kasih sudah berjuang, Timnas Indonesia U23! 🇮🇩  Selamat kepada Vietnam U23 berhasil menjuarai Piala AFF U23 2023 👏🏆  Perjuangan luar biasa dari Garuda Muda selama 120+ menit ‼️‼️  #TimnasDay #TimnasIndonesia https://t.co/GmiEPOSMjF";205;519;1036;7064;in;1316071146;1695466284736205297;FaktaSepakbola;https://twitter.com/FaktaSepakbola/status/1695466284736205297
Thu Aug 24 14:57:17 +0000 2023;1694725571811676593;"#AFFU23 FT : Thailand 1-3 Indonesia  ⚽ Chukid 27' - ⚽ Kelly Sroyer 10' ⚽ Ferrari 23' ⚽ Natcha (GBD) 45+2'  Garuda LOLOS ke final.. 🇮🇩🤯  📸 @TimnasIndonesia https://t.co/p49yOY49Oa";234;500;715;4874;in;1222927522033094656;1694725571811676593;idextratime;https://twitter.com/idextratime/status/1694725571811676593
Thu Aug 24 13:49:56 +0000 2023;1694708623975559605;"#AFFU23 HT : Thailand 1-3 Indonesia  ⚽ Chukid 27' - ⚽ Kelly Sroyer 10' ⚽ Ferrari 23' ⚽ Natcha (GBD) 45+2'  Sungguh diluar ekspektasi.. 😭  📸 @TimnasIndonesia https://t.co/UeUOUtvIuP";198;574;478;5382;in;1222927522033094656;1694708623975559605;idextratime;https://twitter.com/idextratime/status/1694708623975559605
Wed Aug 23 23:59:32 +0000 2023;1694499647400923477;"Stadion Batakan cakep banget, vibesnya berasa di stadion-stadion Eropa dengan jarak tribun dan lapangan yang sangat dekat tanpa pagar pembatas yang berlebihan.  Timnas Indonesia gak pengen coba main disini kah pas FIFA matchday bulan depan? 😅 https://t.co/ySi2aOWXn5";217;618;959;6580;in;442494029;1694499647400923477;Bali_Football;https://twitter.com/Bali_Football/status/1694499647400923477
Wed Aug 23 09:24:05 +0000 2023;1694279332842312170;"Timnas voli putra Indonesia hampir saja mencatat sejarah penting, mengalahkan Korea Selatan.   Sudah unggul 2-1, sudah mencapai match point, tetapi sayang akhirnya kandas dgn skor tipis 2-3.  Indonesia gagal ke QF, tetapi ini sinyal yg kuat bahwa tim voli Indonesia punya potensi… https://t.co/MQbvNh5Min";156;319;909;4862;in;132276059;1694279332842312170;ainurohman;https://twitter.com/ainurohman/status/1694279332842312170
Wed Aug 23 06:37:19 +0000 2023;1694237365374763146;"Hanya mengingatkan saja 🙏🏽  Kaoru Mitoma (Brighton), Daichi Kamada (Lazio), Junya Ito (Reims), Takumi Minamino (Monaco), Takefusa Kubo (Sociedad), dan Wataru Endo (Liverpool).  Mereka adalah keenam pemain yang akan dihadapi timnas Indonesia di Piala Asia 2023 mendatang. Berat. 🫣 https://t.co/igm29fKqTk";198;824;743;5718;in;1156756781596495872;1694237365374763146;registaco;https://twitter.com/registaco/status/1694237365374763146
Tue Aug 22 14:54:06 +0000 2023;1693999993617781107;"🚨 BREAKING : Timnas Indonesia resmi memastikan lolos ke babak semifinal Piala AFF U23 dengan status runner-up terbaik. 🇮🇩😁 https://t.co/jx9HZvvZ37";52;163;243;5455;in;1222927522033094656;1693999993617781107;idextratime;https://twitter.com/idextratime/status/1693999993617781107
Tue Aug 22 09:02:55 +0000 2023;1693911619057950749;"Terima kasih Moji atas informasi penayangannya. Saya yakin masyarakat pencinta bola voli yang jumlahnya besar juga akan senang dan berterima kasih kepada Moji. Kita dukung bersama Timnas Indonesia. *SBY*";113;197;628;4486;in;1307120064;1693911619057950749;SBYudhoyono;https://twitter.com/SBYudhoyono/status/1693911619057950749
Sun Aug 20 08:05:15 +0000 2023;1693172327603925071;"Selamat atas pernikahan Pemain Timnas Indonesia, Pratama Arhan dan Azizah Salsha! 🇮🇩  Semoga kalian berdua menemukan kebahagiaan dan keberuntungan dalam perjalanan indah kehidupan bersama. Selamat menempuh babak baru dalam hidup! 🎉  Akad Nikah digelar di Masjid Indonesia Tokyo🇯🇵 https://t.co/rTcnBTEOxm";202;301;546;9597;in;1316071146;1693172327603925071;FaktaSepakbola;https://twitter.com/FaktaSepakbola/status/1693172327603925071
Sun Aug 20 07:01:24 +0000 2023;1693156258856206491;"-star happy wedding Arhan, semoga menjadi keluarga yang sakinah mawadah warohmah  Arhan ini pemain sepakbola Timnas Indonesia ya gaes buat yang ngg tau https://t.co/ySHLR3mVKw";610;467;306;9825;in;1210342758029807616;1693156258856206491;starfess;https://twitter.com/starfess/status/1693156258856206491
