created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Thu Dec 30 07:05:40 +0000 2021;1476449391699365895;"Kenapa timnas semalam kalah? Karena mereka masih muda.  Terus nanti lebih tua jadi jago? Lha evan dimas, pemain terbaik indonesia, dari u19 smp sekarang umur 26 ga ada perkembangan.  Ya pantes kita gak pernah juara AFF..";88;152;683;2927;in;1028925446;1476449391699365895;dribble9;https://twitter.com/dribble9/status/1476449391699365895
Wed Dec 29 14:32:49 +0000 2021;1476199530781573123;"Yg perlu diganti itu Ketum PSSI bukan pelatih Timnas Indonesia. Setuju gak geng?";39;214;459;3482;in;312049767;1476199530781573123;UmarSyadatHsb__;https://twitter.com/UmarSyadatHsb__/status/1476199530781573123
Wed Dec 29 14:21:33 +0000 2021;1476196694425366533;"Terima kasih Timnas Indonesia. Kami tetap bangga!!!  Kami masih tetap bangga mas!!!";74;116;1795;10584;in;26970305;1476196694425366533;radenrauf;https://twitter.com/radenrauf/status/1476196694425366533
Wed Dec 29 12:59:14 +0000 2021;1476175979118686209;"asnawi 🤝 nadeo = timnas indonesia";102;61;547;5651;in;1296229717968711681;1476175979118686209;stabucz;https://twitter.com/stabucz/status/1476175979118686209
Wed Dec 29 12:47:12 +0000 2021;1476172954006392837;"Mendoakan Timnas Indonesia yang berjuang dalam final Piala AFF 2020, Persatuan Dukun Nusantara (Perdunu) menggelar ritual khusus. Ritual itu bernama Samar Wulu. https://t.co/QWcSOMfiSE";3137;2419;1463;6157;in;69183155;1476172954006392837;detikcom;https://twitter.com/detikcom/status/1476172954006392837
Wed Dec 29 11:39:37 +0000 2021;1476155943763148801;"Entah sudah berapa kali dikecewakan di final, lalu berjanji pada diri sendiri tak akan rela untuk berharap terlalu besar pada timnas Indonesia.  Namun ketika timnas berlaga lagi di final, gue tak kuasa untuk tak kembali berharap. Seperti hari ini. Bodo amat.  Ayo Indonesia! 🇮🇩";236;172;2683;7362;in;49650895;1476155943763148801;pangeransiahaan;https://twitter.com/pangeransiahaan/status/1476155943763148801
Wed Dec 29 11:04:14 +0000 2021;1476147039553536000;"We have arrived at National Stadium, Singapore for the final of #AFFSuzukiCup2020 !!!  Siap mendukung timnas Indonesia di final vs Thailand?  #TimnasDay #AFFSuzukiCup https://t.co/mIWxUg70wF";248;428;989;7459;en;2941773157;1476147039553536000;BadmintonTalk;https://twitter.com/BadmintonTalk/status/1476147039553536000
Wed Dec 29 10:17:43 +0000 2021;1476135335725654016;"Inilah menu-menu nasi kotak untuk para pemain Timnas Indonesia yang dikeluhkan oleh kuch STY karena kurang bernutrisi. 🍱  Menu ini sudah ditentukan oleh panitia AFF untuk setiap tim, tidak bisa ganti menu karena piala AFF di Singapura menggunakan sistem bubble. https://t.co/rtJc00MO5L";254;309;434;2670;in;1222927522033094656;1476135335725654016;idextratime;https://twitter.com/idextratime/status/1476135335725654016
Wed Dec 29 10:14:34 +0000 2021;1476134541232275456;"Dukungan pemain bulutangkis Indonesia untuk timnas sepak bola yang akan bertanding di final piala AFF 2020.  INDONESIA BISA, INDONESIA JUARA!  #BadmintonIndonesia #IndonesiaBisaIndonesiaJuara https://t.co/F6DSs8uao1";240;113;1330;7557;in;1200006384;1476134541232275456;INABadminton;https://twitter.com/INABadminton/status/1476134541232275456
Wed Dec 29 08:51:37 +0000 2021;1476113667884150786;"Gak usah ngajarin suporter Timnas Indonesia soal ekspektasi berlebihan. Kami ini udah jago soal beginian. Sekarang itu udah 6x masuk final.   Nguyahi segoro kata orang jawa";75;96;1336;5310;in;81307919;1476113667884150786;mildandaru;https://twitter.com/mildandaru/status/1476113667884150786
Wed Dec 29 08:18:03 +0000 2021;1476105217876041732;"Beneran dikirimin loh jersey barunya!!! Masih ga nyangka... Thank youuu @PSSI udah mau berbaik hati balesin tweet aku kemarin. Doa terbaik buat Timnas semoga hari ini dan tgl 1 nanti Indonesia menang. SEMANGAAAT 💪🏼🇮🇩🇮🇩🇮🇩 #KitaGaruda #TIMNASDAY https://t.co/l5YgRWgKnd";656;710;1914;12606;in;63695781;1476105217876041732;raisa6690;https://twitter.com/raisa6690/status/1476105217876041732
Tue Dec 28 23:30:00 +0000 2021;1475972330438356993;"🔥 𝗠𝗮𝗻𝘆𝗮𝗹𝗮 𝗜𝗻𝗱𝗼𝗻𝗲𝘀𝗶𝗮! 🔥  Dukungan penuh dari Sonny dan Tottenham Hotspur untuk timnas Indonesia di final Piala AFF. 🇮🇩  Saatnya Garuda terbang tinggi! 🦅  #TimnasDay ⚪️ #SpursID https://t.co/m3JB2y6B7i";139;133;1092;6895;in;2709790752;1475972330438356993;Spurs_ID;https://twitter.com/Spurs_ID/status/1475972330438356993
Tue Dec 28 10:44:05 +0000 2021;1475779580807954435;"Hanya Makan Nasi Kotak di Piala AFF 2020, Shin Tae-yong Khawatirkan Fisik Skuad Timnas Indonesia https://t.co/gEhJhqlngk https://t.co/r341gjRad6";348;568;572;3395;in;71436318;1475779580807954435;KompasTV;https://twitter.com/KompasTV/status/1475779580807954435
Mon Dec 27 11:59:43 +0000 2021;1475436225871839233;"45 tahun. Dahsyat.   Bagi Cristian Gonzáles usia hanya angka.  Aku masih kuliah pas dia mulai bikin heboh di Liga Indonesia.  Aku masih wartawan lapangan saat dia awal bela timnas Indonesia.  Skr, saat aku hanya wartawan laptop, dia masih bermain dan hebat.  Selamat RANS... https://t.co/wNDA1mQbTW";79;78;486;3193;in;4739247200;1475436225871839233;iIhamzada;https://twitter.com/iIhamzada/status/1475436225871839233
Mon Dec 27 08:00:17 +0000 2021;1475375973524725764;"Shin Tae-yong minta Asnawi Mangkualam tak mengulangi provokasi seperti ke Faris Ramli. Jika dilanggar, ancamannya bisa tidak dipanggil ke Timnas Indonesia lagi!  https://t.co/m9SPDY1gxB";156;298;382;3006;in;69183155;1475375973524725764;detikcom;https://twitter.com/detikcom/status/1475375973524725764
Mon Dec 27 07:04:48 +0000 2021;1475362007024996353;"Owner J99 Corp Gilang Widya Pramana memberikan bonus Rp 500 juta setelah Indonesia masuk final Piala AFF Suzuki 2020. Bahkan, Gilang menjanjikan bonus tambahan sebesar Rp 1 miliar jika timnas Indonesia tampil sebagai juara.  #KitaGaruda #MeraihImpian https://t.co/TMRhTuB1FP";844;808;369;3771;in;2363027508;1475362007024996353;PSSI;https://twitter.com/PSSI/status/1475362007024996353
Mon Dec 27 05:44:56 +0000 2021;1475341908918476800;"Rata-rata masa jabatan pelatih timnas Indonesia itu ternyata 1-2 tahun.. 🥴 https://t.co/GzAB77E9MO";171;461;743;6357;in;1222927522033094656;1475341908918476800;idextratime;https://twitter.com/idextratime/status/1475341908918476800
Sun Dec 26 12:47:11 +0000 2021;1475085782746497026;"Silakan ditonton ini match Thailand vs Vietnam biar nanti kalau Indonesia kalah di final gak bikin opini jelek:  Timnas Indonesia kalah karena merayakan kemenangan terlalu dini, ditelp pejabat, kepedean, dan hal gak masuk akal lainnya.";71;219;532;3271;in;81307919;1475085782746497026;mildandaru;https://twitter.com/mildandaru/status/1475085782746497026
Sun Dec 26 11:38:43 +0000 2021;1475068553325727746;"Ku melihat ada yang ngatain TIMNAS Indonesia Overrated dan doain kalah di final.  Tapi setelah menyimak, ku tidak heran. Fans Inter emang suka ajaib pola pikirnya.  😁😁😁";291;486;789;4983;in;102215394;1475068553325727746;Arie_Kriting;https://twitter.com/Arie_Kriting/status/1475068553325727746
Sun Dec 26 11:01:41 +0000 2021;1475059232768593923;"🙎🏻‍♂️: Duh, aku masuk TV tapi followerku masih di bawah 10.000   💭 : Gimana ya cara naikinnya?  🙎🏻‍♂️ : Ah ngatain timnas Indonesia ah! Terus aku limit-in komen ah. Kan biar pada mau follow, kalo mau nyerang aku. Xixixi";29;74;518;2663;in;52029529;1475059232768593923;adit_insomnia;https://twitter.com/adit_insomnia/status/1475059232768593923
Sun Dec 26 05:17:15 +0000 2021;1474972555316326403;"Pratama Arhan, Cah Mblora yang golnya berperan penting dalam lolosnya timnas Indonesia ke semifinal Piala AFF 2020. Jateng bangga padamu Han.. https://t.co/kCpUfmKsDn";195;647;688;10018;in;109762193;1474972555316326403;ganjarpranowo;https://twitter.com/ganjarpranowo/status/1474972555316326403
Sun Dec 26 02:55:27 +0000 2021;1474936871985704961;"Level kesopanan para pemain timnas Indonesia https://t.co/GKkQo7HaIA #GarudadiDada https://t.co/cYNf8pD5Sj";202;149;1932;11996;in;491057617;1474936871985704961;onecak;https://twitter.com/onecak/status/1474936871985704961
Sun Dec 26 01:45:28 +0000 2021;1474919257322373122;"Saya sii masa bodo sama orang-orang yang nyinyir ke Timnas Indonesia. WHATEVER LAGU KITA TETAP SAMA INDONESIA RAYA!! https://t.co/iXnEM0TIen";438;1514;524;3498;in;756534156;1474919257322373122;SiaranBolaLive;https://twitter.com/SiaranBolaLive/status/1474919257322373122
Sat Dec 25 16:30:46 +0000 2021;1474779662429474816;"Gelar terakhir Timnas yakni di SEA Games 1991 bukan lahir dr permainan indah. Keberhasilan Indonesia tembus 4 besar Asian Games 1986 juga bukan krn kita "sempurna" dlm bermain.  Kita sukses krn waktu itu para pemain punya kekuatan, daya tahan fisik, tekad, dan mental yg dahsyat.. https://t.co/iPN2MlV5a9";28;38;525;3656;in;132276059;1474779662429474816;ainurohman;https://twitter.com/ainurohman/status/1474779662429474816
Sat Dec 25 15:22:53 +0000 2021;1474762580077858819;"Untuk ke-6 kalinya sepanjang sejarah, Timnas Indonesia lolos ke babak final Piala AFF.  2000 - 🥈 2002 - 🥈 2004 - 🥈 2010 - 🥈 2016 - 🥈 2020 - ❓  Ayo Garuda! 🇮🇩👊 https://t.co/zrqrLoBW2C";198;272;528;3861;in;1222927522033094656;1474762580077858819;idextratime;https://twitter.com/idextratime/status/1474762580077858819
Sat Dec 25 15:18:33 +0000 2021;1474761489592377350;"SURAT TERBUKA!!  Kepada Bupati/walikota/gubernur di seluruh Indonesia yang di wilayahnya ada pemain Timnas yang membela di Piala AFF ini, dimohon untuk tahan diri dulu menghubungi pemain. Kalau ingin memberi dukungan kirim doa saja sudah cukup.  Demikian, terima kasih.";123;164;2945;8079;in;179295808;1474761489592377350;masarvian;https://twitter.com/masarvian/status/1474761489592377350
Sat Dec 25 15:12:43 +0000 2021;1474760023448326145;"Yak besok timnas pas final tidak ada bendera Indonesia yg berkibar…👀 Jadi penasaran sm respon Kemenpora bakal gimana kalau hal ini dialami sm sepak bola yg jadi kebanggaannya😌 Lets see guyss";88;60;406;3601;in;4654239444;1474760023448326145;bukubiotebel;https://twitter.com/bukubiotebel/status/1474760023448326145
Sat Dec 25 14:10:09 +0000 2021;1474744277087313920;"Ciri orang sabar  - Dikatain ngga marah ❌ - Jadi pendukung timnas indonesia ✅";169;226;1685;11124;in;886934161;1474744277087313920;andihiyat;https://twitter.com/andihiyat/status/1474744277087313920
Sat Dec 25 12:27:45 +0000 2021;1474718507526868992;"Kenapa setiap nonton Timnas Indonesia pasti ada aja yang pakai baju Manchester United?  “Ah, yang penting merah, deh. Adanya ini.”";104;141;495;4004;in;15281708;1474718507526868992;dexglenniza;https://twitter.com/dexglenniza/status/1474718507526868992
Sat Dec 25 12:03:37 +0000 2021;1474712430987001857;"#TimnasIndonesia 🇮🇩 vs Singapura 🇸🇬 leg 2 💪  Kali ini ga dapat tiket di lokasi suporter Indonesia jadi menyusup dulu di tengah-tengah suporter SG 😬  Dapat view belakang gawang https://t.co/Skm1QRqFjK";139;81;575;3249;in;35167068;1474712430987001857;ainunnajib;https://twitter.com/ainunnajib/status/1474712430987001857
Tue Dec 21 05:57:30 +0000 2021;1473170746641829888;"Momen saat Evan Dimas memompa semangat para pemain Timnas Indonesia vs Malaysia:  "Hei, harga diri hei!" 🔥  📽: PSSI TV https://t.co/GIEoImZWuz";128;98;937;3695;in;1197894584249937921;1473170746641829888;vocketfcID;https://twitter.com/vocketfcID/status/1473170746641829888
Mon Dec 20 03:33:08 +0000 2021;1472772027807252486;"Elkan Baggott (19 tahun)  • Muda • Sopan • Taat hukum karantina • Dan kemarin mencetak gol debutnya untuk timnas Indonesia  Sebenernya, yang begini baru layak disebut sebagai "influencer" https://t.co/lynpiC85UK";75;106;876;3445;in;1316071146;1472772027807252486;FaktaSepakbola;https://twitter.com/FaktaSepakbola/status/1472772027807252486
Mon Dec 20 03:31:03 +0000 2021;1472771501485031425;"Coach Shin Tae-yong 🥰   Totalitas, energik, dan selalu berdiri 90 menit ketika Timnas Indonesia bertanding. Semangat terus, coach! ❤ https://t.co/Ciu1OHJ6sy";141;122;774;3248;in;1197894584249937921;1472771501485031425;vocketfcID;https://twitter.com/vocketfcID/status/1472771501485031425
Mon Dec 20 02:45:32 +0000 2021;1472760049332154372;"Dion Cools: Dari Denmark Bela Malaysia, Tanpa Karantina, Cuma Buat Temani Timnas Indonesia Latihan https://t.co/Jhq8kIngIm";282;212;695;2870;in;85537477;1472760049332154372;Bolanet;https://twitter.com/Bolanet/status/1472760049332154372
Mon Dec 20 01:43:29 +0000 2021;1472744430415138822;"Reaksi bahagia keluarga saat Pratam Arhan cetak gol untuk Timnas Indonesia 🇮🇩 Double bahagia karena dapat HP Oppo nih 😅  https://t.co/vlzOD0KJaO";496;332;2243;8459;in;2384502792;1472744430415138822;SuporterFC;https://twitter.com/SuporterFC/status/1472744430415138822
Sun Dec 19 14:33:30 +0000 2021;1472575825396461570;"Penggawa Garuda berhasil menerkam Harimau Malaya dan keluar sebagai juara grup B! 🦅  Selamat Timnas Indonesia berhasil melaju ke babak semifinal AFF Suzuki Cup 2020. Terus fokus berjuang pada laga yang akan semakin panas! 💪  #KitaGaruda #MeraihImpian #TimnasDay https://t.co/krk0s3vywo";535;366;1310;4492;in;2363027508;1472575825396461570;PSSI;https://twitter.com/PSSI/status/1472575825396461570
Sun Dec 19 14:31:47 +0000 2021;1472575392833703941;"𝐏𝐄𝐌𝐈𝐌𝐏𝐈𝐍 𝐃𝐈 𝐆𝐑𝐔𝐏 𝐍𝐄𝐑𝐀𝐊𝐀 🔝  Selamat untuk Timnas Indonesia lolos ke babak Semi Final Piala AFF 2020 👏  Kawal dan dukung terus 🙌  #MUFC @PSSI https://t.co/VcwRotfO47";801;681;1455;7712;in;1846234722;1472575392833703941;ManUtd_ID;https://twitter.com/ManUtd_ID/status/1472575392833703941
Tue Dec 14 14:21:57 +0000 2021;1470760980938321922;"Dis! Pemain timnas Indonesia harus karantina karena satu pesawat sama yg terkena cvdddd padahal udh test dan hasilnya negatif sedangkan pemain malaysia satu kamar nya ada yg kena tapi boleh main   fyi Elkan Baggott pemain penting Indonesia https://t.co/JftYXZ8MQM";679;922;2153;15138;in;928308639315648512;1470760980938321922;AREAJULID;https://twitter.com/AREAJULID/status/1470760980938321922
Wed Dec 08 01:08:38 +0000 2021;1468387007688626178;"Piala Thomas, Indonesia Juara, yang dikibarkan Bendera PBSI  Timnas Sepakbola Indonesia berlaga di AFF, Merah Putih gak boleh berkibar dan kabarnya diganti Bendera PSSI  Bedebah kalian para Antek Penjajah yang remehkan arti, makna dan rasa Sang Merah Putih  #Hensat #CucuPejuang";42;208;678;2883;in;102938290;1468387007688626178;satriohendri;https://twitter.com/satriohendri/status/1468387007688626178
Tue Dec 07 12:41:14 +0000 2021;1468198919268024320;"Sudah coba kontak 8 orang. Mulai pegurus PP PBSI sampai pelatih timnas. Ingin minta kepastian, benarkah Indonesia mundur dr Kejuaraan Dunia 2021? Semua diam.  Malah ada pengurus daerah yg membisiki, Indonesia memang mundur. Semua simpang siur.  Jk ada info, tlng kabari ya gess..";597;324;1099;5645;in;132276059;1468198919268024320;ainurohman;https://twitter.com/ainurohman/status/1468198919268024320
Mon Dec 06 11:53:06 +0000 2021;1467824416524365828;"Ketum PSSI mengonfirmasi jika timnas Indonesia tidak akan ikut-ikutan mengenakan ban kapten pelangi di Piala AFF 2020. 👏  Sebelumnya, Myanmar dan Thailand menggunakan ban kapten pelangi di laga perdana AFF 2020 sebagai bentuk dukungan untuk komunitas LGBT. https://t.co/j8PL30ZDhf";732;637;570;3545;in;1222927522033094656;1467824416524365828;idextratime;https://twitter.com/idextratime/status/1467824416524365828
Fri Nov 26 04:05:12 +0000 2021;1464082786336194560;"Bapaknya Emil Audero (Kiper Sampdoria) saat ditanya apakah anaknya akan membela Timnas Indonesia:  🗣: “Mimpi kali”  Keras pakkk 😂🤣 https://t.co/cnlf510JD8";393;613;1062;4154;in;1222927522033094656;1464082786336194560;idextratime;https://twitter.com/idextratime/status/1464082786336194560
Sun Sep 12 13:15:32 +0000 2021;1437042193626066951;"bayangkan w pemain bola ga terkenal di uruguay terus pindah ke indonesia naturalisasi terus jadi pemain timnas pencetak gol dan diberi julukan el loco";27;20;121;2545;in;1276573606462382081;1437041883398623232;Afat3K;https://twitter.com/Afat3K/status/1437042193626066951
Sun Mar 21 10:59:09 +0000 2021;1373589994594578438;"Saya mendampingi timnas badminton Indonesia dari Birmingham menuju bandara Heathrow, London. Mohon doanya agar semua dilancarkan. https://t.co/QOoBsUFjuE";60;111;521;2354;in;1319128027868155904;1373589994594578438;desrapercaya09;https://twitter.com/desrapercaya09/status/1373589994594578438
Tue Mar 09 11:29:16 +0000 2021;1369248919235006465;"Sempat membanggakan Indonesia saat menjadi anggota Timnas Voli Wanita, kini Aprilia Manganang akan mengabdi untuk Indonesia sebagai pria berpangkat sersan di TNI.  Ya, Aprilia Manganang 'resmi' menjadi seorang pria. https://t.co/kMVmN56Pr5";737;358;2028;8299;in;903229236051247104;1369248919235006465;eradotid;https://twitter.com/eradotid/status/1369248919235006465
Tue Sep 08 12:16:43 +0000 2020;1303306269466357760;"Turut berduka cita atas wafatnya mantan pelatih Timnas Indonesia, Alfred Riedl.  Terima kasih untuk semua dedikasi dan kerja kerasnya, pelatih.♥️  #KitaGaruda https://t.co/JFR0LjbKHo";457;153;2829;5158;in;2363027508;1303306269466357760;PSSI;https://twitter.com/PSSI/status/1303306269466357760
Tue Sep 08 11:16:57 +0000 2020;1303291228436525056;"Berita Duka  Media Austria, Kurier, memberitakan bahwa mantan pelatih Timnas Indonesia Alfred Riedl meninggal dunia pada usia 70 tahun. https://t.co/Sy09yeL0gI";1933;667;7170;7863;in;947281567;1303291228436525056;panditfootball;https://twitter.com/panditfootball/status/1303291228436525056
Mon Aug 24 08:34:00 +0000 2020;1297814401026682881;"Makanan bek utama timnas. Bek utama salah satu tim terbesar dgn sejarah terpanjang di Indonesia.   Kesalahannya cuma satu, kenapa harus pamer di medsos? Jadinya kita tahu, bagaimana mereka merawat diri dan menghargai pekerjaannya.   Tapi ya nggak apa2, yang penting halal! https://t.co/yo1aQv1b7R";404;332;1674;2002;in;132276059;1297814401026682881;ainurohman;https://twitter.com/ainurohman/status/1297814401026682881
Sat Jun 20 05:17:18 +0000 2020;1274209689438310400;"Bukannya dari dulu yang banyak Virusnya itu PSSI ya? Kenapa malah Timnas Indonesia yang ada Satgasnya.   Di reply twit ini saja tidak ada satu pun yang pro ke PSSI. Segera bertobatlah bosku 🙋😂";219;284;2281;2421;in;394495827;1274209689438310400;PERSIPURA_;https://twitter.com/PERSIPURA_/status/1274209689438310400
Sat Mar 21 01:08:26 +0000 2020;1241169763876782080;"Wa masuk "Pagi sayang, semangat kerja ya Ingat kita mau nikah, punya anak 2. Mas Aszka jd pemain bola, skuad timnas Indonesia, seperti keinginanmu itu. Sedang dek Rara jd doktel S.pog seperti impianku, i love you"  Makasih sayang, semangatnya Km juga semangat nolong" orangnya ya https://t.co/rOHNvtPSPi";48;171;879;2809;in;2192120022;1241169763876782080;yanbudi18;https://twitter.com/yanbudi18/status/1241169763876782080
Tue Dec 10 12:31:22 +0000 2019;1204378068015431681;"Kalo atlet Indonesia berjuang di atas lapangan, kita berjuang mendukung sambil rebahan  Apalagi timnas indonesia main di final cabor sepak bola, Yok dukung karna selangkah lagi buat dapet medali emas!  #KontingenKebaikan";10;50;417;3745;in;886934161;1204378068015431681;andihiyat;https://twitter.com/andihiyat/status/1204378068015431681
Fri Nov 22 15:54:53 +0000 2019;1197906303164637184;"Aksi sportivitas pemain Timnas Indonesia Pelajar, Christian Rumbiak melindungi pemain Malaysia dari lemparan botol penoton di Stadion Batakan #timnasday #timnas #timnasindonesia #malaysia #Indonesia https://t.co/fbhhS6InQl";466;187;1876;2070;in;846678217419243520;1197906303164637184;BolaNusantaraID;https://twitter.com/BolaNusantaraID/status/1197906303164637184
Tue Sep 10 14:18:01 +0000 2019;1171427612297580550;"Berharap lebih sama timnas indonesia itu sama aja kayak berharap sama seseorang.  Semakin kita berharap, semakin kita mudah kecewa.";57;105;863;3553;in;886934161;1171427612297580550;andihiyat;https://twitter.com/andihiyat/status/1171427612297580550
Wed Jun 26 13:01:24 +0000 2019;1143866852784791554;"Jersey timnas Argentina dari Presiden Argentina Mauricio Macri yang berkunjung ke Indonesia, hari ini. Sementara saya, menghadiahkan bola sepak buatan Indonesia.  Kami bertukar cenderamata seusai pertemuan bilateral di Istana Bogor.  Selamat datang Presiden Mauricio Macri. https://t.co/cHTE7IEEis";267;531;2045;13681;in;366987179;1143866852784791554;jokowi;https://twitter.com/jokowi/status/1143866852784791554
Thu Feb 28 06:46:25 +0000 2019;1101010718621458433;"Dari Istana Merdeka, saya ucapkan selamat kepada putra-putra kita Timnas U-22 yang telah membawa pulang Piala AFF U-22 ke Tanah Air.  Semoga kemenangan ini menjadi awal bagi kebangkitan dan kemajuan sepak bola Indonesia. https://t.co/BSm6MiM3Az";259;794;4487;19902;in;366987179;1101010718621458433;jokowi;https://twitter.com/jokowi/status/1101010718621458433
Tue Feb 26 17:08:30 +0000 2019;1100442492393029633;"Indonesia meraih Piala AFF U-22 2019 setelah menaklukkan  sang juara bertahan Thailand dengan skor 2-1 dalam laga final yang ketat di Phnom Penh, Kamboja, malam ini. Luar biasa.   Dari Tanah Air, saya menyampaikan selamat kepada Timnas U-22 Indonesia! https://t.co/abvSjfKmBG";272;949;6273;21175;in;366987179;1100442492393029633;jokowi;https://twitter.com/jokowi/status/1100442492393029633
Tue Feb 26 13:26:29 +0000 2019;1100386622053351424;"Ketika para penjual skor lagi sibuk dengan Satgas, maka Timnas ga ada yang ganggu!  Selamat buat Kemenangan Indonesia 2-1 Thailand di #AFFU22   Negara ini Juara!";200;281;5642;3131;in;2794327166;1100386622053351424;MafiaWasit;https://twitter.com/MafiaWasit/status/1100386622053351424
Sun Oct 28 14:40:25 +0000 2018;1056556294495059969;"Timnas Jepang U19 memberikan penghormatan kepada para pendukung Indonesia setelah pertandingan. Terima kasih Jepang, sukses untuk pertandingan selanjutnya dan di Piala Dunia U20 Polandia. #AFCU19 https://t.co/zHvfWcwDpp";289;144;2256;1732;in;947281567;1056556294495059969;panditfootball;https://twitter.com/panditfootball/status/1056556294495059969
Fri Sep 21 12:29:00 +0000 2018;1043114874639773696;"Tim Nasional Sepak Bola U-16 Indonesia mengawali langkahnya di Piala AFC U-16 2018 dengan mengalahkan Iran, 2-0 di Stadion Nasional Bukit Jalil, Malaysia, sore ini. Dua gol itu dicetak kakak beradik kembar Bagus Kahfi dan Bagas Kaffa.   Awal yang bagus, Timnas Indonesia. https://t.co/GDa6oC9rML";128;477;3102;10718;in;366987179;1043114874639773696;jokowi;https://twitter.com/jokowi/status/1043114874639773696
Sun Sep 02 08:15:38 +0000 2018;1036165741341433856;"TOLONG JANGAN AKHIRI ASIAN GAMES INI!  INDONESIA SUDAH LAMA TIDAK SEBERSATU INI. INDONESIA SUDAH LAMA TIDAK PERNAH SEGEMBIRA INI. INDONESIA SUDAH LAMA TIDAK PERNAH ENERGINYA SEPOSITIF INI.  TERIMA KASIH PARA ATLET &amp  PELATIH TIMNAS INDONESIA. KENANGAN INI PASTI KAMI RINDUKAN. https://t.co/oOuELNP8Rl";38;25;3380;1548;in;48958975;1036165741341433856;Raesaka;https://twitter.com/Raesaka/status/1036165741341433856
Wed Aug 15 02:58:49 +0000 2018;1029563029711544320;"Siap-siap, kawan. Malam ini Asian Games mempersembahkan pertandingan sepak bola bermutu: timnas Indonesia vs Palestina. Nonton yuk.";225;1497;2802;12116;in;282006208;1029563029711544320;mohmahfudmd;https://twitter.com/mohmahfudmd/status/1029563029711544320
Mon Aug 13 05:23:42 +0000 2018;1028874715899654144;"Indonesia mengawali langkah di Asian Games 2018 dengan kemenangan Timnas Sepak Bola atas China Taipei di Stadion Patriot, Bekasi, semalam. Tim basket Indonesia juga bertanding besok di Kelapa Gading, Jakarta.  Mari merapatkan dukungan untuk perjuangan atlet-atlet Indonesia! https://t.co/nRoTPKQIAW";45;360;1129;5384;in;366987179;1028874715899654144;jokowi;https://twitter.com/jokowi/status/1028874715899654144
Sun Aug 12 02:45:50 +0000 2018;1028472599318159362;"Selamat kepada Timnas Garuda Muda  U-16 yang telah berjuang dan mengharumkan nama bangsa. Berjayalah negaraku tanah air tercinta Indonesia Raya. https://t.co/fR3tgTVn7t";74;709;2532;11311;in;40580714;1028472599318159362;prabowo;https://twitter.com/prabowo/status/1028472599318159362
Sat Aug 11 15:03:42 +0000 2018;1028295901465333760;"Selamat untuk Timnas Indonesia . Siapa kita?";304;764;1351;3262;in;1422951168;1028295901465333760;FiersaBesari;https://twitter.com/FiersaBesari/status/1028295901465333760
Sat Aug 11 14:41:30 +0000 2018;1028290314656604162;"Garuda Muda tak terbendung di lapangan hijau. Malam ini Timnas Indonesia menjuarai Piala AFF U-16 mengalahkan Thailand dalam laga di Stadion Gelora Delta, Sidoarjo.  Selamat kepada pemain dan pelatih. Gelar ini menjadi kado terindah bagi Indonesia menjelang Hari Kemerdekaan. https://t.co/cohzrGw2Gd";257;761;9305;20189;in;366987179;1028290314656604162;jokowi;https://twitter.com/jokowi/status/1028290314656604162
Sat Aug 11 14:03:14 +0000 2018;1028280686568853510;"Selamat untuk Garuda Muda, Timnas Indonesia U-16 yang berhasil menjuarai Piala AFF U-16 melawan Thailand pada malam hari melalui adu pinalti. Ini merupakan modal bagus bagi Timnas Indonesia untuk Asian Games mendatang. #TimnasDay https://t.co/ezznqwhk34";69;232;2294;6979;in;132041617;1028280686568853510;sandiuno;https://twitter.com/sandiuno/status/1028280686568853510
Sat Aug 11 14:00:03 +0000 2018;1028279884714401792;"Selamat untuk Timnas Indonesia yang berhasil menjadi JUARA Sepakbola Piala AFF u-16. Luar biasa! Mangprang.";34;124;2599;4764;in;80323736;1028279884714401792;ridwankamil;https://twitter.com/ridwankamil/status/1028279884714401792
Sat Aug 11 11:27:02 +0000 2018;1028241376817762305;"Tidak ingin kalah semangat dengan Timnas Indonesia U16 yg akan bertanding melawan Thailand di final AFF 2018 malam ini, kita tim U16 alias udh lewat 16 tahun baru saja selesai bermain futsal di F7 Mini Soccer.  Tim Garuda Muda, selamat bertanding, kalian pasti bisa merebut juara! https://t.co/8MForBZTRw";30;82;517;2642;in;132041617;1028241376817762305;sandiuno;https://twitter.com/sandiuno/status/1028241376817762305
Sat Aug 11 10:45:16 +0000 2018;1028230863362781184;"Selamat berjuang Timnas Sepak Bola Indonesia di partai final Piala AFF U-16 malam ini di Stadion Gelora Delta, Sidoarjo. Tampilkan permainan terbaik, selalu junjung tinggi nilai-nilai sportivitas.  Doa untuk Garuda Muda, kebanggaan seluruh masyarakat Indonesia. Semoga juara! https://t.co/KPMcglxi4F";137;629;2927;11379;in;366987179;1028230863362781184;jokowi;https://twitter.com/jokowi/status/1028230863362781184
Thu Sep 07 13:37:46 +0000 2017;905787177065254913;"Wah, kalau penampilan Timnas Indonesia di Piala AFF U-18 konsisten seperti dengan Filipina hari ini, sangat mungkin kita jadi juara -Jkw";542;1962;7787;18316;in;366987179;905787177065254913;jokowi;https://twitter.com/jokowi/status/905787177065254913
