,id,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
551,6y80ayvbK3OIi2pLvRY0tn,Hitamku,Season 2,Andra & The Backbone,2008-03-25,266890,62,0.714,0.0617,0.69,0.000774,0.133,-6.625,0.0306,119.981,4
552,7FIexxwjbX5IJ9LxawSdjL,Main Hati,Season 2,Andra & The Backbone,2008-03-25,238933,63,0.577,0.00942,0.639,0.000232,0.175,-5.26,0.0255,157.991,4
553,2S68WpmPi4gFg9pg78alRb,Barcelona,Barcelona,Andra,2020-10-22,194048,46,0.768,0.196,0.742,0.0,0.736,-3.544,0.047,94.987,4
554,4GTl1yGggDLDtbjd8icOYI,Tak Ada Yang Bisa,Season 2,Andra & The Backbone,2008-03-25,300651,55,0.531,0.525,0.287,5.15e-05,0.132,-10.632,0.0308,120.116,4
555,7x4OjATuo1Lup96dmZsmNO,Tunggu Aku,"Love, Faith & Hope",Andra & The Backbone,2010-02-08,279289,47,0.637,0.123,0.469,5.68e-05,0.167,-7.011,0.0247,108.984,4
556,3sGLfEaXvGBE4gWF1ti0iK,Lagi...Dan Lagi...,Andra & The Backbone,Andra & The Backbone,2006-12-28,237400,56,0.541,0.00457,0.72,0.00273,0.33,-6.024,0.0263,93.996,4
557,5fFmPQujNBBVZljqLJ4TCB,Surrender,Andra & The Backbone,Andra & The Backbone,2006-12-28,265775,42,0.413,8.99e-05,0.705,0.755,0.126,-5.565,0.0276,80.04,4
558,1M91uz2rZo0wBrDolbe7qG,Musnah,Andra & The Backbone,Andra & The Backbone,2006-12-28,240280,52,0.608,0.00697,0.722,4.08e-06,0.118,-5.656,0.0381,104.977,4
559,7cGbcp90m8dUnw8SiGPJcg,Main Hati,Season 2,Andra & The Backbone,2008-03-25,238933,19,0.577,0.00942,0.639,0.000217,0.175,-5.26,0.0255,157.991,4
560,2DrlC7LtDvr1LWxOPFcxMo,Jalanmu Bukan Jalanku,"Love, Faith & Hope",Andra & The Backbone,2010-02-08,227880,51,0.565,0.115,0.561,8.66e-06,0.0944,-4.846,0.0386,181.898,4
561,7xVk1j1XSOk28FBLEeNmC3,Saat Dunia Masih Milik Kita,Andra & The Backbone,Andra & The Backbone,2006-12-28,303020,47,0.648,0.0149,0.865,0.000523,0.134,-4.016,0.0242,89.996,4
562,2X2Tivcd1ixNPthlbf3Lhk,Langit Mimpi,Langit Mimpi,Andra & The Backbone,2022-08-05,231648,38,0.57,0.0142,0.721,0.0556,0.104,-8.652,0.0263,180.017,4
563,0sQqdyTWYSbqhXxuMgINOn,Seperti Hidup Kembali,Season 2,Andra & The Backbone,2008-03-25,277432,44,0.589,0.17,0.59,0.00561,0.11,-7.64,0.0273,95.002,4
564,2QZE0TUSHheNOyo7vyP18D,Alibi,IV,Andra & The Backbone,2011-01-01,239653,37,0.632,0.0373,0.902,0.000564,0.121,-3.332,0.0487,126.92,4
565,2Fa2MV0KeLITG0OX27WQF9,Perih,Andra & The Backbone,Andra & The Backbone,2006-12-28,249103,42,0.567,0.369,0.486,0.0,0.106,-5.448,0.0284,139.72,4
566,2RBkJDGGevTWb5QskYvoz3,Mimpi Burukku,"Love, Faith & Hope",Andra & The Backbone,2010-02-08,227880,39,0.565,0.115,0.561,8.66e-06,0.0944,-4.846,0.0386,181.898,4
567,6UMOTuhUzAnbkaVRYd1Ox8,"Love, Faith & Hope","Love, Faith & Hope",Andra & The Backbone,2010-02-08,213019,34,0.596,0.0131,0.84,0.268,0.137,-4.89,0.0329,138.993,4
568,505v5TaDVoSlXJ8rbqfCQ2,Panah Takdir,Panah Takdir,Andra & The Backbone,2016-11-18,259066,41,0.587,0.542,0.46,0.347,0.0954,-5.899,0.0272,83.018,4
569,7u9ntObP18P4zRtSvVBn0a,Abode,Backbone Prologue Original Soundtrack,EggNut,2019-11-08,210688,9,0.667,0.594,0.0723,0.48,0.127,-22.703,0.0327,90.093,4
570,5gACWKaHuUHPoEkB2oFwUC,Dan Tidurlah,Andra & The Backbone,Andra & The Backbone,2006-12-28,219614,37,0.392,0.885,0.229,0.000447,0.106,-12.576,0.0311,73.99,3
571,01sjIUGyR1JeWeXrNCfBTe,Cliché,IV,Andra & The Backbone,2011-01-01,258640,35,0.568,0.0296,0.732,1.81e-05,0.263,-3.848,0.0314,131.005,4
572,0ZWeEzG5dpcoQgGPYavXdG,Selamat Tinggal Masa Lalu,Season 2,Andra & The Backbone,2008-03-25,223886,40,0.561,0.0352,0.635,0.0,0.115,-6.806,0.0325,156.057,4
573,3KEZt31m7RSHS2JD2RNo7V,Mimpi Yang Terbunuh,Season 2,Andra & The Backbone,2008-03-25,243159,26,0.569,0.0109,0.794,1.75e-05,0.107,-6.217,0.0292,120.002,4
574,4dl94fO3MCRkqZUHWxtCGO,3 Keajaiban,Season 2,Andra & The Backbone,2008-03-25,238004,28,0.578,0.00307,0.871,0.871,0.241,-5.196,0.0405,99.983,4
575,6Cyoe9CskorYTlpVdgRt5y,Sahabat,Season 2,Andra & The Backbone,2008-03-25,235032,23,0.497,0.00134,0.951,1.02e-05,0.108,-4.735,0.0955,187.84,4
576,3deZqAUj55JLZRmhni7qEq,Maafkan,IV,Andra & The Backbone,2011-01-01,268346,37,0.442,0.0169,0.794,8.41e-05,0.363,-2.883,0.0329,163.015,4
577,0W4BzrXIEkoZLosD6JRwh8,Dengarkan Aku,Andra & The Backbone,Andra & The Backbone,2006-12-28,196022,36,0.539,0.00394,0.822,0.000221,0.21,-5.827,0.0385,169.997,4
578,1FjVoL26RXK8RHgx5yf1Xl,Kepayang,Season 2,Andra & The Backbone,2008-03-25,174660,36,0.677,0.0177,0.83,0.0,0.28,-5.317,0.0753,139.953,4
579,3rplqB87x5JrSoLn95GWtv,Song for You,Song for You,Andra & The Backbone,2019-05-15,268560,34,0.531,0.603,0.802,0.0624,0.135,-7.538,0.0387,73.089,4
580,1BEmjkj3EnACi0zoomhd8I,Terdalam,Andra & The Backbone,Andra & The Backbone,2006-12-28,203267,34,0.423,0.000358,0.937,0.0555,0.299,-3.093,0.0485,180.003,4
581,3JBXPrxSNsbcoRvioYQr1t,The Backbone,"In 12""S We Trust",DJ Revolution,2016-03-25,324794,4,0.691,0.0479,0.72,0.0,0.304,-6.007,0.311,91.106,4
582,7HcAtdHqgrg6NNuoNb8b5y,Ditelan Bumi,Andra & The Backbone,Andra & The Backbone,2006-12-28,260527,31,0.578,0.0103,0.942,0.00183,0.0659,-4.484,0.0402,104.976,4
583,50dazxnxLceWii7iWPqbTQ,Backbone,RE:START,Andiba,2022-06-07,185196,2,0.819,0.0904,0.846,0.436,0.0918,-6.329,0.12,126.99,4
584,2ek2KdW1wWG6QAqCMkjatI,Pujaan Hati,Andra & The Backbone,Andra & The Backbone,2006-12-28,275899,35,0.573,0.000997,0.972,0.642,0.191,-4.517,0.0423,129.93,4
585,0TTxLM9lVVEw71TgEJrVWE,Backbone,Loyalty Is Everything,Doughboy Roc,2016-10-28,280477,4,0.389,0.305,0.508,0.0,0.708,-11.049,0.266,69.88,4
586,7uALmTYvODdmPBeO3netYC,Bersedih,IV,Andra & The Backbone,2011-01-01,307413,33,0.499,0.288,0.653,0.0002,0.126,-4.706,0.0313,75.509,4
587,2g6yoAD02IAVlbsZEkWnuH,Lullaby,IV,Andra & The Backbone,2011-01-01,190760,23,0.424,0.857,0.21,3.15e-05,0.264,-10.26,0.0309,97.722,4
588,6gRHtTQ9hrKKAfARdEKaMf,Hanya Dirimu,Andra & The Backbone,Andra & The Backbone,2006-12-28,296565,30,0.58,0.00138,0.732,1.29e-05,0.0908,-4.307,0.0378,120.023,4
589,3VFEPcxXIZcUhb4bRhn37k,Pagi Jangan Cepat Datang,"Love, Faith & Hope",Andra & The Backbone,2010-02-08,232989,32,0.583,0.015,0.824,5.38e-05,0.076,-3.743,0.0306,140.968,4
590,3uQpkClfVzSPnEXlNKYeCX,Deja Vu,Deja Vu,Andra & The Backbone,2018-01-18,269782,36,0.435,0.00405,0.858,0.00313,0.0981,-4.418,0.0401,162.023,4
591,7r0WAlnlCgnrns3dFfGF4a,Telephone,Inevitabil va fi bine,Andra,2013-06-20,200000,19,0.645,0.0175,0.925,0.00992,0.337,-4.419,0.0783,127.98,4
592,6GdvN4wong23fwZyDcDxxt,Backbone,HeartBreak Thug,Marvo Thuggin',2020-12-17,157048,1,0.672,0.81,0.285,0.000625,0.0981,-10.383,0.0778,114.556,4
593,047cz5EXjt3EScXHbSidhH,Saat Dunia Masih Milik Kita,IV,Andra & The Backbone,2011-01-01,207080,23,0.794,0.624,0.363,0.0,0.159,-7.229,0.0278,96.982,4
594,7H1k2xQurCESa50djTmnKx,Hitamku,Season 2,Andra & The Backbone,2008-03-25,266890,17,0.714,0.0617,0.69,0.000774,0.133,-6.625,0.0306,119.98,4
595,1VG0HxfxjrPFKWpPi5hTQ0,Backbone,VILTIS,Mallory Holladay,2021-06-23,187388,1,0.401,0.652,0.382,0.000429,0.111,-11.935,0.0466,144.943,4
596,0LCJ9CyiLfmsqhDdq6PEvF,Tak Ada Yang Bisa,Season 2,Andra & The Backbone,2008-03-25,300651,15,0.529,0.525,0.287,5.15e-05,0.132,-10.632,0.0308,120.121,4
597,0CfPQKSzW7hnBqJb48ttA4,Fierbinte,Hello!,Alb Negru,2006-10-26,183626,10,0.779,0.185,0.836,0.000176,0.0494,-4.417,0.0984,99.995,4
598,191DaqSgkspM8QUqMGFRV3,Tak Ada Yang Bisa,Fabulousity,The Fabulous Cats,2013-11-11,258253,9,0.665,0.194,0.72,0.00512,0.0782,-5.66,0.023,110.041,4
599,3uk8fjjecMFJt6gwwQVUYM,Sempurna,Sempurna,Neillusion,2021-01-10,181269,4,0.876,0.0588,0.815,0.000297,0.127,-5.403,0.157,105.001,4
600,1USA6DXJ1qsucoKnDu4vnu,Tak Kan Hilang,Tak Kan Hilang,Budi Doremi,2022-02-25,241714,81,0.527,0.821,0.258,0.000172,0.148,-9.499,0.0319,139.928,4
601,4XyAYEVNRiMFWm17HkRnnk,Doremi,1 Hari Yang Cerah,Budi Doremi,2012-01-27,237740,62,0.666,0.257,0.509,0.0,0.122,-7.589,0.404,177.986,4
602,5X5Vj8FcxyoLzq9qxAa45U,Tolong,Tolong,Budi Doremi,2018-10-30,250322,64,0.435,0.891,0.2,0.0,0.103,-12.481,0.0365,136.054,4
603,0ZEYRVISCaqz5yamWZWzaA,Melukis Senja,Melukis Senja,Budi Doremi,2020-06-24,251119,67,0.645,0.634,0.372,0.000135,0.0853,-9.639,0.0249,97.996,4
604,4ZX6ww7kJCABHIDQfy9Bmd,Mesin Waktu,Mesin Waktu,Budi Doremi,2021-04-01,262734,71,0.441,0.845,0.308,0.0,0.136,-9.33,0.0281,139.798,4
605,1MgEuKnMKzbODJ5Ez94I64,Mesin Waktu,Dua Warna Cinta,Budi Doremi,2022-04-08,262734,72,0.448,0.845,0.309,0.0,0.13,-9.328,0.0283,139.977,4
606,2CFpkbOfYe23ZoMfufNKVB,123456,1 Hari Yang Cerah,Budi Doremi,2012-01-27,219271,64,0.815,0.527,0.653,0.0,0.13,-7.093,0.289,91.044,4
607,0FCocJTCpPffGW114XzpWo,Asmara Nusantara,1 Hari Yang Cerah,Budi Doremi,2012-01-27,222301,54,0.599,0.739,0.243,0.0,0.146,-10.644,0.0335,100.388,4
608,3yDjQV1aiejwyUToerS9VH,1 Hari Yang Cerah,1 Hari Yang Cerah,Budi Doremi,2012-01-27,190145,53,0.597,0.42,0.725,0.0,0.12,-5.969,0.0384,154.988,4
609,2fhJokmG2tWLEIspaOyWzL,Dormendi,Dormendi,Pontiver Bogross,2023-02-24,146601,47,0.339,0.973,0.0659,0.965,0.0963,-25.822,0.0346,118.349,3
610,2UNOsccxh9rhbB4ShxY3IC,Bintang Jatuh,Dua Warna Cinta,Budi Doremi,2022-04-08,264010,55,0.479,0.862,0.379,0.0,0.125,-9.841,0.0319,149.703,3
611,3vvq5QUPm5BJuUeyDEnyCB,Ingat Dirimu Lagi,Dua Warna Cinta,Budi Doremi,2022-04-08,220009,54,0.542,0.734,0.493,1.29e-05,0.093,-7.789,0.0234,82.479,4
612,6i4pSUMsNDlerYk4ta0QaD,Maaf Ku Salah,Dua Warna Cinta,Budi Doremi,2022-04-08,264678,53,0.541,0.682,0.524,0.0,0.16,-8.149,0.0341,82.052,4
613,7B9cbV6X93VwF14myDphdn,Hatiku Telah Dijleb Jlebin Kamu,Hatiku Telah Dijleb Jlebin Kamu,Budi Doremi,2013-11-22,202396,48,0.53,0.232,0.861,0.0,0.171,-4.265,0.084,167.929,4
614,4zDgw7QEkNbbOmA0MUqjUO,Tolong (Ku Sudah Bosan Sendirian),Dua Warna Cinta,Budi Doremi,2022-04-08,219258,51,0.631,0.458,0.588,0.0,0.151,-6.654,0.175,82.978,4
615,6M6OJMEGCBoDVMlG5ufLMi,Ling Ling Cinta Yang Hilang,Ling Ling Cinta Yang Hilang,Edric Tjandra,2016-02-05,197198,49,0.772,0.538,0.854,0.0,0.613,-2.298,0.0662,104.996,4
616,4EJne9jPxmDQrxEqmp8zH9,Selayang Pandang Pelepas Rindu,1 Hari Yang Cerah,Budi Doremi,2012-01-27,207542,46,0.748,0.499,0.537,0.0,0.924,-6.343,0.0786,100.019,4
617,1hLa1XRKSElsoRUgpbxZeI,Tentang Dia,Tentang Dia,Budi Doremi,2020-08-18,254542,45,0.575,0.859,0.373,8.35e-06,0.36,-10.078,0.0308,117.968,4
618,3QUWUKVPSgEPWTCRZVTqKr,Menjadi Lelaki,1 Hari Yang Cerah,Budi Doremi,2012-01-27,236016,45,0.51,0.571,0.258,0.0,0.259,-9.46,0.0306,147.859,4
619,6cCeakwNBqioiERdp5DEfY,Bordi Dele Man,Bordi Dele Man,Ashkan Arab,2021-03-21,245812,41,0.841,0.55,0.829,8.47e-06,0.5,-4.075,0.19,125.035,4
620,5M6metqJIjx1wl9SodBO7u,Budi svoj,Grad repa vol.1,Various Artists,2021-01-29,118777,24,0.619,0.547,0.75,0.503,0.116,-4.805,0.0833,190.016,4
621,75dfIsBjKTrnxsSqxeFHcS,Tolong (Ku Sudah Bosan Sendirian),Tolong (Ku Sudah Bosan Sendirian),Budi Doremi,2020-02-26,219258,33,0.631,0.461,0.588,0.0,0.151,-6.654,0.176,82.976,4
622,14ggDiTGmFE0ekNod5zUN4,Boodi Bara Man,Boodi Bara Man,Shervin Hajipour,2022-03-30,149707,39,0.761,0.633,0.39,0.0,0.0999,-13.123,0.0694,92.98,4
623,2pw0jSBm4DTI3WoNz8H8RX,"Peace, Love And Thank You",1 Hari Yang Cerah,Budi Doremi,2012-01-27,195030,30,0.771,0.321,0.645,0.0,0.113,-7.4,0.0944,102.06,4
624,2TO0pU8QEWOB2OlNoPuJRG,Suka Semua,1 Hari Yang Cerah,Budi Doremi,2012-01-27,206080,33,0.629,0.326,0.717,0.0,0.1,-5.621,0.0428,148.071,4
625,7wp7U7ChKuxRa1oZKjf1qR,Budi tu,Budi tu,Voyage,2019-11-10,180618,47,0.67,0.215,0.567,0.00436,0.254,-5.638,0.0333,96.949,4
626,6uUYlU4kZUWwC9eY98Jtfz,Dorehami - Remix,Dorehami (Remix),Masoud Sadeghloo,2019-11-13,228794,28,0.809,0.114,0.791,0.000473,0.378,-9.994,0.25,112.009,4
627,7raPus9O1G48xHgQgOtKsT,Padi dan Budi,Padi dan Budi,Reneboy,2022-10-14,228098,14,0.513,0.632,0.435,0.0,0.363,-13.28,0.0306,72.466,4
628,25Cxz9Y8sgOe0bycX0cvNm,Budi ona koja,Prljave Trake Part Two,Various Artists,2021-02-08,166921,23,0.876,0.522,0.703,0.0,0.0959,-5.433,0.059,118.272,4
629,1pb078VeYej4CA3xBXCgaf,Budi sama,"VUK, Pt. 1",Anhellito,2021-04-17,192816,23,0.798,0.693,0.564,0.00278,0.0819,-7.652,0.0746,89.984,4
630,6xvEzjbC4V6pbQQ9ocrJjC,Takut Berdosa,Takut Berdosa,Budi Arsa,2022-08-30,282253,37,0.597,0.447,0.551,1.85e-05,0.204,-6.234,0.0282,120.022,4
631,1imFFceZah4yOu3FGZ97Lt,Bidadari Cinta,Bidadari Cinta,Gerry Mahesa,2022-09-22,286805,18,0.671,0.557,0.649,0.0616,0.19,-8.393,0.0309,126.813,4
632,52ftawLA60C5XN6l1DIqyw,Kuciwo,Kuciwo,Didik Budi,2019,271209,16,0.612,0.737,0.318,4.4e-05,0.0957,-8.926,0.0273,139.898,4
633,7juLvlu0pWa17DSxDC6asU,Bunga Di Hatiku,Tirani,Wahyu Budi,2022-12-30,201000,9,0.512,0.548,0.788,0.0105,0.131,-7.02,0.0382,159.999,4
634,0CKzfbeMtk01zO0M0qP3LY,"Budi Zdrava, Budi Živa",Neka Pati Žena Ta,Đani,2001-02-21,197826,28,0.624,0.548,0.894,0.0,0.326,-3.726,0.0416,86.425,4
635,0QVOBDo2PFseaWxuNYo8wz,Dorehami - Remix,Dorehami (Remix),Masoud Sadeghloo,2020-03-19,235680,19,0.68,0.0994,0.854,4.03e-06,0.686,-3.832,0.197,82.393,3
636,76pB4SQ1smhUlsruAv3KJK,Puisi,Puisi,Budi Arsa,2019-09-14,359026,35,0.699,0.373,0.46,6.04e-05,0.29,-8.427,0.0289,125.065,4
637,6PoDlHif1mHVbsZLvcjQyD,Budi sam na ulici,The best,Ekatarina Velika,2011-10-18,296706,27,0.516,0.000647,0.698,0.000573,0.0607,-7.134,0.0296,100.547,4
638,5BGRKS3GnhSCRQZR0suDOs,Budi,Musim Bermusim,Iklim,2004-08-10,266733,33,0.565,0.666,0.41,4.21e-06,0.0892,-12.05,0.029,128.364,4
639,7DaxmNJcKw25pnfiYfUBG7,Seperti Doraemon - Cover,Tribute to Lowdick (Cover),DwiTanty,2023-01-26,212118,8,0.524,0.12,0.377,0.0,0.161,-7.273,0.0264,80.003,4
640,0dCaKDO3bVq0VVe8Rv02MG,Entwo,Entwo,Doremi,2023-02-04,52817,10,0.629,0.264,0.687,0.0,0.545,-9.948,0.627,81.753,4
641,3ZhYANZ7ZCwEkB2EAEaPBo,Rahayu,Rahayu,Budi Arsa,2019-12-08,396233,37,0.549,0.678,0.512,3.05e-05,0.0876,-6.048,0.0277,114.968,4
642,3H1Vjvm8aDb5svVTvcjmNH,Walau Semua Tak Nyata,Walau Semua Tak Nyata,Didik Budi,2023-01-17,223212,14,0.496,0.73,0.452,0.665,0.209,-11.433,0.0243,170.033,4
643,4tKm6K4Im5Jl4G21NWsSlQ,Budi u blizini,Budi u blizini,Angellina,2019-02-20,182349,33,0.678,0.132,0.518,0.0,0.0822,-6.007,0.23,165.818,4
644,5hoQTlp4olW2Gk1eM7Gppm,Bagia Terbaik,Bagia Terbaik,Budi Arsa,2023-02-22,328000,27,0.61,0.75,0.456,0.0,0.123,-6.247,0.03,119.918,4
645,0O3a2p45rkIwIpYO4JC2FN,Kidung Borobudur,Kidung Borobudur,Sindy Purbawati,2022-07-14,253714,6,0.149,0.892,0.274,0.000912,0.0916,-10.742,0.036,80.327,4
646,4DnuLmg5iyse4VnTVWY7cx,Widuri,Mengapa Harus Bertengkar,Broery Marantika,2000-01-01,290273,43,0.632,0.812,0.325,0.000977,0.0957,-8.421,0.0432,74.96,4
647,42MbAPMntgZ5w32R0Cz3Gw,Dorehami,Dorehami,Mohsen Ebrahimzadeh,2017-04-03,213591,14,0.814,0.11,0.73,0.0,0.922,-4.103,0.111,127.995,4
648,4t14asaOHwZPXywSi8tH9g,Budi,Budi,Iklim,1992-07-01,266733,29,0.565,0.666,0.41,4.21e-06,0.0892,-12.05,0.029,128.367,4
649,19R49a1yb2dOIBHIYgXkMk,Dorehami,Dorehami,Masoud Sadeghloo,2019-11-15,226835,17,0.729,0.131,0.84,0.0018,0.355,-3.51,0.109,150.154,3
650,630DpnzdfjdVqv2yLfPbAX,Bertaut,Selamat Ulang Tahun,Nadin Amizah,2020-05-28,315960,80,0.47,0.933,0.131,0.00245,0.109,-13.29,0.0362,118.836,3
651,3ymuBMTviroWLuf1jMsMVf,Sorai,Sorai,Nadin Amizah,2019-01-01,278333,71,0.555,0.951,0.239,0.0029,0.16,-12.445,0.0303,143.585,4
652,1q1dsfckKMgjfr8DfdeKfs,Amin Paling Serius,Berhati,Sal Priadi,2020-02-20,303800,73,0.361,0.969,0.255,0.00347,0.112,-9.917,0.0306,129.968,4
653,2TRGNVokPnC2a2oHg5iv1H,Rumpang,Rumpang,Nadin Amizah,2018-09-14,323571,63,0.317,0.911,0.331,0.0206,0.328,-9.904,0.0328,76.617,4
654,7Gju1wbqklcglziqjPIDVM,—star.,—star.,Nadin Amizah,2019-03-29,153885,58,0.525,0.984,0.0978,0.000672,0.186,-18.389,0.0456,98.638,4
655,3FPlY1uqTe1oFfIgI0BnoA,Beranjak Dewasa,Selamat Ulang Tahun,Nadin Amizah,2020-05-28,297617,69,0.56,0.454,0.331,0.00347,0.102,-7.929,0.0287,115.094,4
656,7gzdvN8XbAXwYFOOUj7CxM,hormat kepada angin,kalah bertaruh,Nadin Amizah,2021-05-26,355626,51,0.48,0.925,0.354,0.0316,0.137,-10.75,0.0275,138.071,4
657,6Dh1zHQjEaOp29VW9pp3xG,Taruh,Selamat Ulang Tahun,Nadin Amizah,2020-05-28,249892,67,0.349,0.979,0.244,0.000909,0.0924,-13.163,0.0462,89.98,4
658,75OokMC3JzPnRNXcLTAKdr,Mendarah,Selamat Ulang Tahun,Nadin Amizah,2020-05-28,242363,62,0.412,0.797,0.202,2.11e-05,0.171,-11.476,0.0329,117.289,3
659,5UJUVuJv8wdutUdjbEd73w,Holiday Trip,Nada Nadin,Nadindra Wicaksono,2022-09-13,73275,33,0.646,0.000923,0.963,0.923,0.152,-4.779,0.0272,114.985,4
660,7kZ4uU7cO2Y36XWmuwEOW0,Selaras,Selaras,Kunto Aji,2020-12-03,273491,57,0.292,0.895,0.418,0.22,0.108,-11.444,0.0383,74.091,4
661,2KHllq5yeqjTyXnQPPUPMG,Amin Paling Serius,Amin Paling Serius,Sal Priadi,2019-05-29,306048,61,0.388,0.932,0.273,0.0323,0.125,-9.969,0.0308,129.364,4
662,4dzRG1dWHna5Klwp8AByH7,menangis di jalan pulang,kalah bertaruh,Nadin Amizah,2021-05-26,360937,54,0.352,0.976,0.326,0.396,0.106,-11.131,0.0332,131.878,3
663,3s8ik4CUIZXXGDBgD0EAZ5,All Good,All Good,Dipha Barus,2017-03-08,193160,48,0.802,0.34,0.749,7.3e-05,0.0856,-5.372,0.106,99.972,4
664,5JkqtXOEny6plNCmLilBal,Seperti Tulang,Seperti Tulang,Nadin Amizah,2019-09-27,278000,53,0.294,0.964,0.202,0.00821,0.0797,-14.55,0.0352,135.384,4
665,4WwsjFguFdrwdid3bbV5mq,Paman Tua,Selamat Ulang Tahun,Nadin Amizah,2020-05-28,199733,54,0.435,0.722,0.375,0.932,0.12,-10.24,0.0315,115.323,3
666,2zzrWh2JN93ieDo15qUFTB,Nadin,Nadin,Nadin,2021-01-10,157702,11,0.659,0.0153,0.651,0.884,0.101,-12.127,0.0468,140.051,4
667,4gsaTyCQgMJpmYtCaxWVhn,—star. - stripped down,—star.,Nadin Amizah,2019-03-29,95468,46,0.436,0.932,0.137,0.0,0.313,-19.614,0.0812,196.659,3
668,4YdiQlTTspwuGetwcv3mAw,Intro,Selamat Ulang Tahun,Nadin Amizah,2020-05-28,99877,43,0.541,0.98,0.211,0.149,0.174,-17.445,0.0452,85.045,4
669,0ladq2Y2KLksoxqWUzpB1G,seperti takdir kita yang tulis,seperti takdir kita yang tulis,Nadin Amizah,2021-03-24,272640,54,0.577,0.942,0.33,0.000605,0.119,-10.739,0.033,140.103,4
670,2s07iRgvSgwLFr23eXFFQQ,Cermin,Selamat Ulang Tahun,Nadin Amizah,2020-05-28,277034,56,0.369,0.979,0.137,0.0112,0.0943,-14.752,0.039,112.612,4
671,4OArubu3c4vHSVJgdNTyag,sebuah tarian yang tak kunjung selesai,kalah bertaruh,Nadin Amizah,2021-05-26,329152,51,0.583,0.944,0.195,0.00256,0.112,-12.327,0.0388,134.807,3
672,0PYrcn09qxYeOakSY8NlHP,Kanyaah,Selamat Ulang Tahun,Nadin Amizah,2020-05-28,259868,47,0.513,0.945,0.284,0.0746,0.358,-13.46,0.0332,148.246,4
673,2VyWEOCnjt3C5ukKqXkGAF,Kereta Ini Melaju Terlalu Cepat,Selamat Ulang Tahun,Nadin Amizah,2020-05-28,292652,50,0.516,0.909,0.377,0.00401,0.103,-11.438,0.0271,99.941,3
674,0qyXQKiUYRWMVClHtcxPLv,Need It,Nadin Beats,Nadin,2021-01-25,166621,11,0.908,0.000104,0.55,0.771,0.117,-8.803,0.26,150.011,4
675,0QZb9ug5cElTG2vCrdkqa4,"dan, selesai.",kalah bertaruh,Nadin Amizah,2021-05-26,377740,50,0.282,0.961,0.313,0.466,0.0862,-11.766,0.0348,115.969,3
676,1J671oj6qtCMIMGGZp9Am2,Nadi,Kundalini Shakti,Unreaa,2022-09-07,79148,41,0.173,0.847,0.178,0.933,0.115,-28.007,0.0425,119.701,4
677,4K8nVpYLiT3IZByxPVaPV0,Sorak Sorai,Selamat Ulang Tahun,Nadin Amizah,2020-05-28,340961,47,0.295,0.847,0.726,0.764,0.437,-8.549,0.0618,135.898,4
678,6bNHjj3SNw0jsx5JKrpAYg,seperti takdir kita yang tulis,kalah bertaruh,Nadin Amizah,2021-05-26,272640,42,0.577,0.942,0.33,0.000605,0.119,-10.739,0.033,140.103,4
679,0UV1rsMnAQtvaf7yAPRRuB,Beauty and the Beast,Beauty and the Beast,Adera,2017-05-04,212309,40,0.437,0.944,0.337,0.0,0.083,-5.981,0.0331,73.45,4
680,1AKrRZFzULcsitFvxBPWam,Untukmu,Pun Aku,Iwan Fals,2021-09-03,309935,48,0.347,0.17,0.353,1.1e-05,0.183,-7.8,0.0288,78.768,4
681,5TY1KiTnMIwoIpeJCzNWl0,Nadini,Nadini,Myriam Fares,2005-03-16,228408,34,0.792,0.171,0.969,3.5e-05,0.117,-4.341,0.0965,129.948,4
682,7q4V2TQW0itiVx0RuBRNqr,All Good - Acoustic Version,All Good (Acoustic Version),Dipha Barus,2017-10-27,217260,37,0.554,0.675,0.41,0.000423,0.127,-6.834,0.0498,88.196,4
683,4SnX62Ifvj7qaGh9w0n6bb,siegel,siegel,Nadin Stojmilov,2022-01-31,115031,28,0.407,0.725,0.71,0.921,0.188,-14.315,0.0328,143.986,4
684,51012TNDDP5PEZBb3LBMWp,For You,Nadin Beats,Nadin,2021-01-25,190900,11,0.456,0.192,0.544,0.925,0.208,-8.699,0.0302,77.476,4
685,2mYQFirLp0RQolihi4ODCD,Story II: Natasha Hangraini Oleh Nadin Amizah,Pilu Membiru Experience,Kunto Aji,2019-11-13,65985,30,0.664,0.746,0.149,2.35e-05,0.187,-21.14,0.917,113.225,5
686,1sVVlBQiywvrvpULEV6lA0,Flex Up,Nadin Beats,Nadin,2021-01-25,171830,11,0.544,0.00149,0.953,0.522,0.0966,-4.544,0.0287,147.982,4
687,4qJlc7tmtX9yqHoBA6PcBo,Best Friend,Nadin Beats,Nadin,2021-01-25,164562,11,0.799,0.124,0.4,0.58,0.094,-9.567,0.128,140.018,4
688,7308VYLanhxSzXA32J4Bse,Herro,Nadin Beats,Nadin,2021-01-25,188803,11,0.702,0.0131,0.496,0.904,0.117,-10.849,0.117,183.019,4
689,2xGrGmRqLO4iUqweVjGxfL,Crazy,Nadin Beats,Nadin,2021-01-25,189753,11,0.5,0.0201,0.926,0.917,0.146,-5.065,0.0293,171.986,4
690,3GDUtkZqCw3FeJddTyOOLr,This Way,Nadin Beats,Nadin,2021-01-25,179128,11,0.706,0.128,0.835,0.747,0.145,-6.723,0.0492,143.057,4
